request_id,ttft_ms,ttlt_ms,output_tokens,baseline_service_ms,send_ttft_ms,send_ttlt_ms,dispatch_lag_ms,category,policy,profile,scheduled_at_unix_s,dispatched_at_unix_s,first_token_at_unix_s,completed_at_unix_s,error,http_status,decision_fail_open
block1-000000,498.6624486045912,1145.6711195642129,43,20.0,498.1081500882283,1145.11682104785,0.5542985163629055,block1:s1,gated_rule_c,mixed,1785155945.3166552,1785155945.31721,1785155945.8153274,1785155946.4623363,,,
block1-000001,197.19000905752182,3900.40487004444,176,25.0,195.94552903436124,3899.1603900212795,1.2444800231605768,block1:zero_tool,gated_rule_c,mixed,1785155945.3172052,1785155945.3184497,1785155945.5143993,1785155949.217614,,,
block1-000002,346.40976414084435,993.1418561609462,42,572.5,345.65931803081185,992.3914100509137,0.7504461100324988,block1:s1,gated_rule_c,mixed,1785155945.544184,1785155945.5449352,1785155945.8906116,1785155946.537344,,,
block1-000003,52.87647701334208,10859.113511978649,511,25.0,52.700432017445564,10858.937466982752,0.17604499589651823,block1:zero_tool,gated_rule_c,mixed,1785155945.8784163,1785155945.8785925,1785155945.9313056,1785155956.7375426,,,
block1-000004,108.27040090225637,3122.895739856176,147,177.5,107.65630903188139,3122.281647985801,0.6140918703749776,block1:zero_tool,gated_rule_c,mixed,1785155945.9459314,1785155945.9465458,1785155946.0542123,1785155949.0688374,,,
block1-000005,151.799269602634,1530.9329596348107,67,15.0,150.91040602419525,1530.044096056372,0.8888635784387589,block1:s1,gated_rule_c,mixed,1785155945.9524724,1785155945.9533617,1785155946.104283,1785155947.483417,,,
block1-000006,89.20650859363377,3726.113481563516,178,85.0,88.47438904922456,3725.3813620191067,0.7321195444092155,block1:zero_tool,gated_rule_c,mixed,1785155946.1989493,1785155946.1996815,1785155946.2881672,1785155949.925074,,,
block1-000007,84.11634853109717,3448.749223491177,163,287.5,83.70256109628826,3448.335436056368,0.4137874348089099,block1:zero_tool,gated_rule_c,mixed,1785155946.2066374,1785155946.2070515,1785155946.290765,1785155949.6553981,,,
block1-000008,72.04986666329205,3511.8387836264446,167,412.5,71.19451405014843,3510.983431013301,0.8553526131436229,block1:zero_tool,gated_rule_c,mixed,1785155946.8461974,1785155946.847053,1785155946.918256,1785155950.3580449,,,
block1-000009,430.738520110026,1009.4725301023573,44,145.0,429.89670706447214,1008.6307170568034,0.841813045553863,block1:s2,gated_rule_c,mixed,1785155946.9159765,1785155946.9168184,1785155947.3467228,1785155947.9254565,,,
block1-000010,108.86092588771135,3196.708521922119,152,117.5,107.94552799779922,3195.793124032207,0.9153978899121284,block1:zero_tool,gated_rule_c,mixed,1785155946.955936,1785155946.9568517,1785155947.0648048,1785155950.1526523,,,
block1-000011,330.54835838265717,909.6078764414415,43,287.5,330.0777479307726,909.1372659895569,0.47061045188456774,block1:s2,gated_rule_c,mixed,1785155947.2289476,1785155947.2294188,1785155947.5595055,1785155948.1385648,,,
block1-000012,60.4895445285365,3199.1816455265507,156,15.0,59.89434395451099,3198.586444952525,0.5952005740255117,block1:zero_tool,gated_rule_c,mixed,1785155948.0201535,1785155948.0207489,1785155948.0806508,1785155951.219343,,,
block1-000013,420.3910471405834,1035.1706221699715,44,20.0,420.1551419682801,1034.9347169976681,0.23590517230331898,block1:s2,gated_rule_c,mixed,1785155948.2595809,1785155948.259817,1785155948.6799793,1785155949.2947588,,,
block1-000014,85.06215584930032,1427.035950939171,67,12.5,83.9172808919102,1425.891075981781,1.1448749573901296,block1:s2,gated_rule_c,mixed,1785155948.4981904,1785155948.4993358,1785155948.583261,1785155949.9252348,,,
block1-000015,276.54415101278573,770.5183899961412,34,545.0,276.2891590828076,770.2633980661631,0.25499192997813225,block1:s2,gated_rule_c,mixed,1785155949.0557885,1785155949.0560439,1785155949.3323424,1785155949.8263166,,,
block1-000016,410.22631898522377,1015.8985869493335,48,155.0,409.74344010464847,1015.4157080687582,0.48287888057529926,block1:s3,gated_rule_c,mixed,1785155949.4533296,1785155949.4538128,1785155949.863566,1785155950.469238,,,
block1-000017,64.76008822210133,3245.195498224348,160,287.5,64.4487920217216,3244.884202023968,0.31129620037972927,block1:zero_tool,gated_rule_c,mixed,1785155949.860161,1785155949.8604727,1785155949.9249287,1785155953.1053643,,,
block1-000018,58.27427376061678,2630.073133856058,128,12.5,58.06010798551142,2629.8589680809528,0.21416577510535717,block1:zero_tool,gated_rule_c,mixed,1785155950.0751207,1785155950.075335,1785155950.133402,1785155952.7052011,,,
block1-000019,393.03843362722546,1027.679055579938,48,100.0,392.8341739811003,1027.4747959338129,0.2042596461251378,block1:s3,gated_rule_c,mixed,1785155950.5266702,1785155950.5268745,1785155950.9197168,1785155951.5543575,,,
block1-000020,53.33778262138367,3041.1527645774186,150,572.5,52.4398930137977,3040.2548749698326,0.8978896075859666,block1:zero_tool,gated_rule_c,mixed,1785155950.7914038,1785155950.7923021,1785155950.8447533,1785155953.8325684,,,
block1-000021,334.35838308651,975.3365881042555,43,10.0,333.52318906690925,974.5013940846547,0.835194019600749,block1:s3,gated_rule_c,mixed,1785155951.275434,1785155951.2762692,1785155951.6097994,1785155952.2507775,,,
block1-000022,489.9355162633583,1100.3574612550437,49,412.5,489.56003109924495,1099.9819760909304,0.37548516411334276,block1:s3,gated_rule_c,mixed,1785155951.779292,1785155951.7796679,1785155952.2692356,1785155952.8796575,,,
block1-000023,321.38833648059517,970.128120505251,43,15.0,320.8030619425699,969.5428459672257,0.58527453802526,block1:s3,gated_rule_c,mixed,1785155951.8908594,1785155951.891445,1785155952.2122552,1785155952.8609953,,,
block1-000024,68.55788873508573,3873.754511703737,173,10.0,67.52153299748898,3872.7181559661403,1.0363557375967503,block1:zero_tool,gated_rule_c,mixed,1785155952.086724,1785155952.0877612,1785155952.1552944,1785155955.9604907,,,
block1-000025,401.8975319340825,1044.3846529815346,48,152.5,400.89376200921834,1043.3808830566704,1.003769924864173,block1:s4,gated_rule_c,mixed,1785155952.3217862,1785155952.3227901,1785155952.7236912,1785155953.3661783,,,
block1-000026,64.46833559311926,4315.481430618092,190,132.5,63.61718405969441,4314.630279084668,0.8511515334248543,block1:zero_tool,gated_rule_c,mixed,1785155952.700693,1785155952.7015445,1785155952.765171,1785155957.016184,,,
block1-000027,390.78039990272373,990.0718128774315,48,320.0,390.2285200310871,989.5199330057949,0.5518798716366291,block1:s4,gated_rule_c,mixed,1785155953.0866516,1785155953.0872037,1785155953.4774408,1785155954.0767322,,,
block1-000028,511.0228529665619,1389.6487759193406,48,17.5,509.60510806180537,1388.231031014584,1.417744904756546,block1:s4,gated_rule_c,mixed,1785155954.2573404,1785155954.2587583,1785155954.7683723,1785155955.6469986,,,
block1-000029,472.93633921071887,1351.834500208497,48,322.5,471.93488595075905,1350.8330469485372,1.001453259959817,block1:s4,gated_rule_c,mixed,1785155954.3334107,1785155954.3344123,1785155954.8063548,1785155955.6852527,,,
block1-000030,434.49666642118245,1315.6050114193931,48,95.0,434.22133498825133,1315.329679986462,0.27533143293112516,block1:s4,gated_rule_c,mixed,1785155954.4289765,1785155954.429252,1785155954.8634806,1785155955.744589,,,
block1-000031,481.77671001758426,1343.0435780901462,48,132.5,481.4059619093314,1342.6728299818933,0.37074810825288296,block1:s4,gated_rule_c,mixed,1785155954.617589,1785155954.61796,1785155955.099373,1785155955.96064,,,
block1-000032,475.92926828656346,1210.9123262343928,43,280.0,475.3190770279616,1210.302134975791,0.6101912586018443,block1:s1,gated_rule_c,mixed,1785155954.8436258,1785155954.8442364,1785155955.3195627,1785155956.0545456,,,
block1-000033,133.072157506831,1809.3342034844682,71,10.0,132.05839495640248,1808.3204409340397,1.0137625504285097,block1:s1,gated_rule_c,mixed,1785155954.9280705,1785155954.9290843,1785155955.0611513,1785155956.7374127,,,
block1-000034,85.58853471186012,4226.83011170011,189,15.0,85.39517701137811,4226.636753999628,0.19335770048201084,block1:zero_tool,gated_rule_c,mixed,1785155954.9757726,1785155954.9759662,1785155955.0613682,1785155959.20261,,,
block1-000035,546.614547027275,1186.5178139414638,43,10.0,546.1604420561343,1186.0637089703232,0.4541049711406231,block1:s1,gated_rule_c,mixed,1785155955.1180508,1785155955.1185052,1785155955.6646755,1785155956.3045797,,,
block1-000036,435.32568111550063,998.842248111032,36,105.0,434.1950740199536,997.7116410154849,1.1306070955470204,block1:s1,gated_rule_c,mixed,1785155955.1911333,1785155955.192264,1785155955.6264694,1785155956.189986,,,
block1-000037,317.9109934717417,882.2476684581488,34,170.0,317.1803610166535,881.5170360030606,0.7306324550881982,block1:s1,gated_rule_c,mixed,1785155955.3081648,1785155955.308896,1785155955.6260877,1785155956.190424,,,
block1-000038,429.73747034557164,1062.317146337591,43,12.5,429.36102696694434,1061.9407029589638,0.37644337862730026,block1:s1,gated_rule_c,mixed,1785155955.4893756,1785155955.489752,1785155955.9191217,1785155956.5517015,,,
block1-000039,147.9370853630826,1589.978133328259,68,145.0,146.58228703774512,1588.6233350029215,1.3547983253374696,block1:s1,gated_rule_c,mixed,1785155955.71313,1785155955.714485,1785155955.8610759,1785155957.3031166,,,
block1-000040,68.40555067174137,8164.278420736082,386,10.0,67.39624391775578,8163.269113982096,1.0093067539855838,block1:zero_tool,gated_rule_c,mixed,1785155955.99112,1785155955.9921298,1785155956.0595343,1785155964.1554074,,,
block1-000041,337.51549024600536,898.6664132680744,36,17.5,336.5477299084887,897.6986529305577,0.9677603375166655,block1:s2,gated_rule_c,mixed,1785155956.1176405,1785155956.1186087,1785155956.4551637,1785155957.0163145,,,
block1-000042,99.0281713893637,1412.3164863558486,64,145.0,98.83213206194341,1412.1204470284283,0.19603932742029428,block1:s2,gated_rule_c,mixed,1785155956.5232446,1785155956.5234408,1785155956.622283,1785155957.9355712,,,
block1-000043,99.72144349012524,1634.9553475156426,78,17.5,98.77685096580535,1634.0107549913228,0.9445925243198872,block1:s2,gated_rule_c,mixed,1785155956.7727933,1785155956.773738,1785155956.8725226,1785155958.4077566,,,
block1-000044,327.408469398506,839.6130794426426,35,412.5,326.9403949379921,839.1450049821287,0.4680744605138898,block1:s2,gated_rule_c,mixed,1785155956.7819977,1785155956.7824657,1785155957.1094115,1785155957.6216164,,,
block1-000045,55.610486306250095,3004.287721356377,143,572.5,55.008935974910855,3003.6861710250378,0.6015503313392401,block1:zero_tool,gated_rule_c,mixed,1785155956.920977,1785155956.9215791,1785155956.9765968,1785155959.925274,,,
block1-000046,65.27050526347011,6597.956306301057,314,107.5,65.10925898328424,6597.7950600208715,0.16124628018587828,block1:zero_tool,gated_rule_c,mixed,1785155957.2377305,1785155957.2378922,1785155957.3030086,1785155963.8356943,,,
block1-000047,290.4489712091163,737.0922733098269,34,10.0,289.677211898379,736.3205139990896,0.7717593107372522,block1:s2,gated_rule_c,mixed,1785155957.331385,1785155957.332157,1785155957.621841,1785155958.0684843,,,
block1-000048,61.48747727274895,2862.247468321584,138,10.0,61.18173897266388,2861.941730021499,0.30573830008506775,block1:zero_tool,gated_rule_c,mixed,1785155957.5645087,1785155957.5648148,1785155957.6260047,1785155960.4267645,,,
block1-000049,66.82852585799992,2635.8016439480707,126,17.5,66.00636697839946,2634.9794850684702,0.8221588796004653,block1:zero_tool,gated_rule_c,mixed,1785155957.7529893,1785155957.7538116,1785155957.8198268,1785155960.3887997,,,
block1-000050,448.9362830063328,1103.430510032922,48,160.0,448.658655048348,1103.1528820749372,0.2776279579848051,block1:s3,gated_rule_c,mixed,1785155958.4088807,1785155958.4091587,1785155958.857825,1785155959.5123193,,,
block1-000051,272.6418381789699,885.8136332128197,39,17.5,271.65972895454615,884.8315239883959,0.9821092244237661,block1:s3,gated_rule_c,mixed,1785155958.6858873,1785155958.6868699,1785155958.9585378,1785155959.5717094,,,
block1-000052,414.61028798948973,1104.0432340232655,48,170.0,413.18323893938214,1102.616184973158,1.4270490501075983,block1:s3,gated_rule_c,mixed,1785155958.9234757,1785155958.924903,1785155959.3380942,1785155960.0275273,,,
block1-000053,64.55499515868723,3065.6188692664728,139,160.0,64.01739292778075,3065.0812670355663,0.5376022309064865,block1:zero_tool,gated_rule_c,mixed,1785155959.197464,1785155959.198002,1785155959.2620308,1785155962.263095,,,
block1-000054,503.58668877743185,958.8586067548022,43,282.5,501.58807705156505,956.8599950289354,1.9986117258667946,block1:s3,gated_rule_c,mixed,1785155959.5427368,1785155959.5447354,1785155960.0463316,1785155960.5016036,,,
block1-000055,398.47468328662217,1043.3968362631276,48,282.5,397.49189908616245,1042.414052062668,0.9827842004597187,block1:s3,gated_rule_c,mixed,1785155959.7809856,1785155959.7819686,1785155960.1794686,1785155960.8243906,,,
block1-000056,61.117814970202744,3304.553192923777,154,115.0,60.91391097288579,3304.34928892646,0.20390399731695652,block1:zero_tool,gated_rule_c,mixed,1785155959.8698802,1785155959.8700843,1785155959.931005,1785155963.1744404,,,
block1-000057,68.6050420626998,4094.4039011374116,193,15.0,68.1933609303087,4093.9922200050205,0.41168113239109516,block1:zero_tool,gated_rule_c,mixed,1785155960.4734938,1785155960.4739056,1785155960.5421062,1785155964.5679052,,,
block1-000058,419.7102047037333,1208.7576186750084,48,105.0,419.23220304306597,1208.279617014341,0.47800166066735983,block1:s4,gated_rule_c,mixed,1785155960.5558562,1785155960.5563345,1785155960.9755735,1785155961.764621,,,
block1-000059,505.11802767869085,1267.3440326470882,49,25.0,504.5476589584723,1266.7736639268696,0.5703687202185392,block1:s4,gated_rule_c,mixed,1785155960.8866727,1785155960.8872433,1785155961.391797,1785155962.1540232,,,
block1-000060,499.5379741303623,1225.483154063113,48,412.5,499.3771720910445,1225.3223520237952,0.1608020393177867,block1:s4,gated_rule_c,mixed,1785155960.9284065,1785155960.9285674,1785155961.4279518,1785155962.153897,,,
block1-000061,491.9817659538239,1166.43998993095,48,282.5,489.86648803111166,1164.3247120082378,2.1152779227122664,block1:s4,gated_rule_c,mixed,1785155961.135182,1785155961.1372974,1785155961.6271715,1785155962.3016307,,,
block1-000062,461.0036206431687,1136.779040680267,48,15.0,460.2780049899593,1136.0534250270575,0.7256156532093883,block1:s4,gated_rule_c,mixed,1785155961.3034334,1785155961.3041592,1785155961.7644446,1785155962.44022,,,
block1-000063,428.47051518037915,1102.951799170114,48,282.5,428.0268589500338,1102.5081429397687,0.4436562303453684,block1:s4,gated_rule_c,mixed,1785155961.4915178,1785155961.4919617,1785155961.9199982,1785155962.5944796,,,
block1-000064,99.08549534156919,2463.536973344162,117,10.0,98.25793304480612,2462.709411047399,0.8275622967630625,block1:zero_tool,gated_rule_c,mixed,1785155961.5028808,1785155961.503709,1785155961.601977,1785155963.9664288,,,
block1-000065,90.62203078065068,4064.980911789462,194,282.5,89.63399496860802,4063.9928759774193,0.9880358120426536,block1:zero_tool,gated_rule_c,mixed,1785155961.5363348,1785155961.5373232,1785155961.6269672,1785155965.601326,,,
block1-000066,366.7635293677449,940.0661274557933,43,12.5,366.00017198361456,939.302770071663,0.7633573841303587,block1:s1,gated_rule_c,mixed,1785155962.0345674,1785155962.0353308,1785155962.4013405,1785155962.974643,,,
block1-000067,74.60668624844402,3011.389743187465,145,140.0,73.68293800391257,3010.4659949429333,0.9237482445314527,block1:zero_tool,gated_rule_c,mixed,1785155962.3267817,1785155962.3277059,1785155962.4013968,1785155965.3381798,,,
block1-000068,341.82426473125815,889.2493207240477,39,10.0,340.5311879469082,887.9562439396977,1.293076784349978,block1:s1,gated_rule_c,mixed,1785155963.0958679,1785155963.097161,1785155963.4377005,1785155963.9851253,,,
block1-000069,94.66920758131891,1298.6315545858815,60,15.0,94.38918193336576,1298.3515289379284,0.28002564795315266,block1:s1,gated_rule_c,mixed,1785155963.815483,1785155963.8157635,1785155963.9101613,1785155965.1141236,,,
block1-000070,95.17764463089406,7884.9226356251165,368,12.5,94.74081196822226,7884.485802962445,0.43683266267180443,block1:zero_tool,gated_rule_c,mixed,1785155963.8334835,1785155963.8339205,1785155963.92867,1785155971.7184148,,,
block1-000071,87.42741763126105,1496.7644355492666,69,177.5,86.89426304772496,1496.2312809657305,0.5331545835360885,block1:s1,gated_rule_c,mixed,1785155963.8412824,1785155963.8418155,1785155963.928716,1785155965.3380527,,,
block1-000072,314.46725875139236,1036.8164856918156,41,105.0,314.1586370766163,1036.5078640170395,0.30862167477607727,block1:s2,gated_rule_c,mixed,1785155964.6762567,1785155964.6765661,1785155964.9907346,1785155965.7130845,,,
block1-000073,336.66702278424054,1030.192245845683,40,20.0,335.5865409830585,1029.111764044501,1.0804818011820316,block1:s2,gated_rule_c,mixed,1785155965.00108,1785155965.0021608,1785155965.3377564,1785155966.0312817,,,
block1-000074,85.3432301664725,4131.119126221165,194,545.0,85.04334697499871,4130.819243029691,0.29988319147378206,block1:zero_tool,gated_rule_c,mixed,1785155965.1958063,1785155965.1961062,1785155965.2811556,1785155969.3269315,,,
block1-000075,52.24109336268157,3016.764064435847,143,357.5,52.018622984178364,3016.541594057344,0.2224703785032034,block1:zero_tool,gated_rule_c,mixed,1785155965.2307258,1785155965.2309484,1785155965.282974,1785155968.2474968,,,
block1-000076,99.62925873696804,3182.754197739996,149,282.5,98.77375198993832,3181.8986909929663,0.8555067470297217,block1:zero_tool,gated_rule_c,mixed,1785155965.2736328,1785155965.2744882,1785155965.3732698,1785155968.4563947,,,
block1-000077,305.36493193358183,957.5120129156858,41,115.0,304.42910199053586,956.5761829726398,0.9358299430459738,block1:s2,gated_rule_c,mixed,1785155965.2963243,1785155965.2972603,1785155965.6016972,1785155966.2538445,,,
block1-000078,85.72825521696359,1418.8758322270587,67,50.0,84.69842793419957,1417.8460049442947,1.0298272827640176,block1:s2,gated_rule_c,mixed,1785155965.400042,1785155965.4010718,1785155965.4857764,1785155966.818924,,,
