request_id,ttft_ms,ttlt_ms,output_tokens,baseline_service_ms,send_ttft_ms,send_ttlt_ms,dispatch_lag_ms,category,policy,profile,scheduled_at_unix_s,dispatched_at_unix_s,first_token_at_unix_s,completed_at_unix_s,error
block1-000000,511.12055755220354,1160.3636036161333,43,20.0,508.96865397226065,1158.2117000361905,2.151903579942882,block1:s1,policy_fcfs,mixed,1785123030.3370478,1785123030.3392003,1785123030.8481772,1785123031.4974203,
block1-000001,221.52397106401622,3847.7610361296684,174,25.0,219.2246839404106,3845.4617490060627,2.299287123605609,block1:zero_tool,policy_fcfs,mixed,1785123030.3375978,1785123030.3398974,1785123030.5591264,1785123034.1853626,
block1-000002,321.0862221894786,856.4497001934797,36,572.5,320.35248493775725,855.7159629417583,0.7337372517213225,block1:s1,policy_fcfs,mixed,1785123030.5645766,1785123030.5653107,1785123030.8856773,1785123031.4210405,
block1-000003,65.39935513865203,10659.645681153052,500,25.0,64.34405699837953,10658.590383012779,1.0552981402724981,block1:zero_tool,policy_fcfs,mixed,1785123030.898809,1785123030.899865,1785123030.9642384,1785123041.5584846,
block1-000004,100.87244701571763,3128.112125908956,149,177.5,100.68132309243083,3127.921001985669,0.19112392328679562,block1:zero_tool,policy_fcfs,mixed,1785123030.966324,1785123030.9665158,1785123031.067207,1785123034.0944471,
block1-000005,129.7980936942622,1481.2239137245342,67,15.0,128.91336192842573,1480.3391819586977,0.8847317658364773,block1:s1,policy_fcfs,mixed,1785123030.972865,1785123030.9737504,1785123031.1026711,1785123032.4540968,
block1-000006,84.53072875272483,3873.640738776885,188,85.0,83.47572304774076,3872.585733071901,1.0550057049840689,block1:zero_tool,policy_fcfs,mixed,1785123031.219342,1785123031.2203975,1785123031.3038933,1785123035.093003,
block1-000007,79.50282061938196,5975.218634586781,291,287.5,78.92140105832368,5974.637215025723,0.5814195610582829,block1:zero_tool,policy_fcfs,mixed,1785123031.22703,1785123031.227612,1785123031.3065407,1785123037.2022567,
block1-000008,64.04445774387568,2565.9433737164363,121,412.5,62.991509097628295,2564.890425070189,1.052948646247387,block1:zero_tool,policy_fcfs,mixed,1785123031.86659,1785123031.8676436,1785123031.930645,1785123034.4325433,
block1-000009,401.8392520956695,978.2296681078151,44,145.0,401.4117829501629,977.8021989623085,0.4274691455066204,block1:s2,policy_fcfs,mixed,1785123031.9363692,1785123031.9367971,1785123032.3382204,1785123032.9146106,
block1-000010,97.7928260108456,3411.8341730209067,164,117.5,96.18249000050128,3410.2238370105624,1.6103360103443265,block1:zero_tool,policy_fcfs,mixed,1785123031.9763286,1785123031.9779396,1785123032.0741315,1785123035.3881726,
block1-000011,319.35685058124363,897.1192325698212,43,287.5,318.28984001185745,896.052222000435,1.0670105693861842,block1:s2,policy_fcfs,mixed,1785123032.2493403,1785123032.250408,1785123032.5687065,1785123033.146469,
block1-000012,66.97535770945251,3200.8852526778355,156,15.0,65.67652500234544,3199.5864199707285,1.298832707107067,block1:zero_tool,policy_fcfs,mixed,1785123033.0405462,1785123033.0418456,1785123033.1075299,1785123036.24144,
block1-000013,387.3175502521917,1001.5435703098774,44,20.0,387.0684279827401,1001.2944480404258,0.2491222694516182,block1:s2,policy_fcfs,mixed,1785123033.2799735,1785123033.280223,1785123033.6672993,1785123034.2815251,
block1-000014,303.65876317955554,800.9128791745752,36,12.5,303.4440950723365,800.6982110673562,0.2146681072190404,block1:s2,policy_fcfs,mixed,1785123033.518583,1785123033.5187984,1785123033.8222501,1785123034.3195045,
block1-000015,261.66200707666576,750.3483680775389,34,545.0,261.24577003065497,749.9321310315281,0.41623704601079226,block1:s2,policy_fcfs,mixed,1785123034.0761812,1785123034.0765977,1785123034.337851,1785123034.8265374,
block1-000016,408.9794240426272,1016.1065660649911,48,155.0,408.24324102140963,1015.3703830437735,0.7361830212175846,block1:s3,policy_fcfs,mixed,1785123034.4737222,1785123034.4744587,1785123034.8827095,1785123035.4898362,
block1-000017,61.70293828472495,3272.8738413425162,161,287.5,60.227402951568365,3271.3983060093597,1.4755353331565857,block1:zero_tool,policy_fcfs,mixed,1785123034.8805537,1785123034.8820298,1785123034.942264,1785123038.153435,
