request_id,ttft_ms,ttlt_ms,output_tokens,baseline_service_ms,send_ttft_ms,send_ttlt_ms,dispatch_lag_ms,category,policy,profile,scheduled_at_unix_s,dispatched_at_unix_s,first_token_at_unix_s,completed_at_unix_s,error,http_status,decision_fail_open
block1-000000,739.5170605741441,1969.2062785616145,43,20.0,739.1123779816553,1968.8015959691256,0.4046825924888253,block1:s1,fcfs,mixed,1785157300.893165,1785157300.8935704,1785157301.6326926,1785157302.862382,,,
block1-000001,211.32400212809443,7273.181702126749,174,25.0,210.29635099694133,7272.154050995596,1.0276511311531067,block1:zero_tool,fcfs,mixed,1785157300.8937151,1785157300.8947427,1785157301.105043,1785157308.1669002,,,
block1-000002,595.6368491752073,1831.955724162981,42,572.5,595.107389963232,1831.4262649510056,0.5294592119753361,block1:s1,fcfs,mixed,1785157301.120694,1785157301.1212234,1785157301.716344,1785157302.9526632,,,
block1-000003,56.211883085779846,21457.039517117664,512,25.0,55.967713939026,21456.79534797091,0.2441691467538476,block1:zero_tool,fcfs,mixed,1785157301.4549263,1785157301.4551706,1785157301.511148,1785157322.9119756,,,
block1-000004,110.19474582280964,5983.793955878355,147,177.5,109.31255994364619,5982.911769999191,0.882185879163444,block1:zero_tool,fcfs,mixed,1785157301.5224414,1785157301.523324,1785157301.6326451,1785157307.506244,,,
block1-000005,152.3068556562066,2817.4517806619406,67,15.0,151.7564100213349,2816.901335027069,0.5504456348717213,block1:s1,fcfs,mixed,1785157301.5289824,1785157301.529533,1785157301.6812973,1785157304.3464422,,,
block1-000006,84.04673472978175,8504.134484683163,209,85.0,83.56375806033611,8503.651508013718,0.4829766694456339,block1:zero_tool,fcfs,mixed,1785157301.7754593,1785157301.7759423,1785157301.859519,1785157310.2796068,,,
block1-000007,77.89850351400673,6727.4161064997315,166,287.5,76.76540093962103,6726.283003925346,1.1331025743857026,block1:zero_tool,fcfs,mixed,1785157301.7831473,1785157301.7842805,1785157301.8610554,1785157308.5105734,,,
block1-000008,56.52943765744567,6899.458877625875,170,412.5,56.21372302994132,6899.143162998371,0.31571462750434875,block1:zero_tool,fcfs,mixed,1785157302.4227073,1785157302.4230237,1785157302.4792464,1785157309.322176,,,
block1-000009,664.707123185508,1872.3198642255738,44,145.0,663.7792530236766,1871.3919940637425,0.9278701618313789,block1:s2,fcfs,mixed,1785157302.4924865,1785157302.4934146,1785157303.1572022,1785157304.3648145,,,
block1-000010,105.81943404395133,6656.891082995571,164,117.5,105.20246101077646,6656.274109962396,0.6169730331748724,block1:zero_tool,fcfs,mixed,1785157302.532446,1785157302.5330632,1785157302.6382737,1785157309.1893454,,,
block1-000011,538.2804955588654,1746.5107744792476,43,287.5,537.041099043563,1745.2713779639453,1.23939651530236,block1:s2,fcfs,mixed,1785157302.8054576,1785157302.8066974,1785157303.3437467,1785157304.5519767,,,
block1-000012,68.248106748797,6293.8390037743375,156,15.0,67.55926599726081,6293.150163022801,0.6888407515361905,block1:zero_tool,fcfs,mixed,1785157303.5966635,1785157303.5973525,1785157303.6649182,1785157309.8905096,,,
block1-000013,640.8751592971385,1839.348589302972,44,20.0,639.805143000558,1838.2785730063915,1.0700162965804338,block1:s2,fcfs,mixed,1785157303.8360908,1785157303.8371613,1785157304.4769735,1785157305.6754467,,,
block1-000014,101.72756703104824,2696.2802160996944,67,12.5,101.0361909866333,2695.5888400552794,0.6913760444149375,block1:s2,fcfs,mixed,1785157304.0747004,1785157304.075392,1785157304.1764376,1785157306.7709904,,,
block1-000015,422.45903611183167,1365.5783371068537,34,545.0,422.28499706834555,1365.4042980633676,0.17403904348611832,block1:s2,fcfs,mixed,1785157304.6322985,1785157304.6324725,1785157305.054766,1785157305.9978852,,,
block1-000016,686.5456299856305,1964.9988600285724,48,155.0,686.2670659320429,1964.7202959749848,0.2785640535876155,block1:s3,fcfs,mixed,1785157305.0298395,1785157305.0301185,1785157305.716393,1785157306.994846,,,
block1-000017,69.93008439894766,6903.175732353702,161,287.5,69.68935707118362,6902.935005025938,0.24072732776403427,block1:zero_tool,fcfs,mixed,1785157305.436671,1785157305.4369118,1785157305.5066092,1785157312.3398545,,,
block1-000018,64.67966095078737,5430.483314907178,128,12.5,63.88167501427233,5429.685328970663,0.7979859365150332,block1:zero_tool,fcfs,mixed,1785157305.6516306,1785157305.6524289,1785157305.716319,1785157311.0821226,,,
block1-000019,686.2854157807305,2044.8786647757515,48,100.0,684.1423290316015,2042.7355780266225,2.1430867491289973,block1:s3,fcfs,mixed,1785157306.1031802,1785157306.1053233,1785157306.789473,1785157308.1480665,,,
block1-000020,64.03790973126888,6408.842482720502,147,572.5,63.0858379881829,6407.890410977416,0.9520717430859804,block1:zero_tool,fcfs,mixed,1785157306.3679137,1785157306.3688657,1785157306.4319582,1785157312.776763,,,
block1-000021,596.6766710625961,1829.2383220978081,43,10.0,596.0525739938021,1828.614225029014,0.6240970687940717,block1:s3,fcfs,mixed,1785157306.851944,1785157306.8525684,1785157307.4486275,1785157308.681189,,,
block1-000022,886.3182903733104,2059.823354356922,49,412.5,886.0311970347539,2059.5362610183656,0.2870933385565877,block1:s3,fcfs,mixed,1785157307.355802,1785157307.3560894,1785157308.2421293,1785157309.4156342,,,
block1-000023,547.2715707728639,1797.2004887415096,43,15.0,546.8468960607424,1796.7758140293881,0.42467471212148666,block1:s3,fcfs,mixed,1785157307.4673693,1785157307.4677942,1785157308.0146487,1785157309.2645776,,,
block1-000024,67.92791082989424,7455.266345874406,173,10.0,67.44943698868155,7454.787872033194,0.4784738412126899,block1:zero_tool,fcfs,mixed,1785157307.663234,1785157307.6637125,1785157307.7311685,1785157315.118507,,,
block1-000025,687.6962910173461,1930.993322050199,48,152.5,687.4351060250774,1930.7321370579302,0.2611849922686815,block1:s4,fcfs,mixed,1785157307.898296,1785157307.898558,1785157308.5860016,1785157309.8292985,,,
block1-000026,63.22198058478534,8545.532176620327,197,132.5,62.24464299157262,8544.554839027114,0.9773375932127237,block1:zero_tool,fcfs,mixed,1785157308.2772028,1785157308.2781806,1785157308.3404348,1785157316.8227441,,,
block1-000027,696.3313019368798,2235.6675600167364,48,320.0,695.471656974405,2234.8079150542617,0.8596449624747038,block1:s4,fcfs,mixed,1785157308.6631615,1785157308.6640215,1785157309.3595018,1785157310.8988383,,,
block1-000028,887.4743710039183,2430.2350470097736,48,17.5,886.7218190571293,2429.4824950629845,0.7525519467890263,block1:s4,fcfs,mixed,1785157309.8338504,1785157309.8346033,1785157310.7213342,1785157312.264095,,,
block1-000029,897.2468132851645,2391.625598189421,48,322.5,896.418591029942,2390.7973759341985,0.8282222552224994,block1:s4,fcfs,mixed,1785157309.9099207,1785157309.9107492,1785157310.807176,1785157312.301555,,,
