tool_ratio,qps,seed,policy,count,mean_wait,p95_wait,p99_wait,max_wait,starvation_count,mean_speedup_vs_fcfs,p95_speedup_vs_fcfs,p99_ratio_vs_fcfs
0.5,5.0,303,gated_hybrid,500,1186.818,5529.645,7166.211,9152.505,36,1.571,0.684,1.558
0.5,2.0,404,fcfs,500,141.309,808.365,1256.205,1483.371,0,1.0,1.0,1.0
0.5,2.0,404,pure_ltr,500,152.669,847.175,1652.283,4685.157,0,0.926,0.954,1.315
0.5,2.0,404,ltr_aging,500,151.964,868.398,1642.002,4305.357,0,0.93,0.931,1.307
0.5,2.0,404,tail_safe,500,124.455,699.889,1256.251,1772.06,0,1.135,1.155,1.0
0.5,2.0,404,gated_hybrid,500,116.235,589.265,1262.349,1772.06,0,1.216,1.372,1.005
0.5,3.0,404,fcfs,500,276.24,1204.342,2112.89,2392.844,0,1.0,1.0,1.0
0.5,3.0,404,pure_ltr,500,260.905,1217.272,3068.985,7775.622,1,1.059,0.989,1.453
0.5,3.0,404,ltr_aging,500,277.946,1240.749,3104.084,7775.622,1,0.994,0.971,1.469
0.5,3.0,404,tail_safe,500,240.326,1110.058,2180.441,3235.356,0,1.149,1.085,1.032
0.5,3.0,404,gated_hybrid,500,209.975,881.859,2574.939,3164.748,0,1.316,1.366,1.219
0.5,4.0,404,fcfs,500,629.206,1937.238,2210.983,2452.752,0,1.0,1.0,1.0
0.5,4.0,404,pure_ltr,500,642.492,3235.169,6609.957,9419.691,11,0.979,0.599,2.99
0.5,4.0,404,ltr_aging,500,629.493,2900.955,5765.218,7943.249,8,1.0,0.668,2.608
0.5,4.0,404,tail_safe,500,539.039,1929.934,3797.53,5845.945,2,1.167,1.004,1.718
0.5,4.0,404,gated_hybrid,500,441.924,1853.238,3893.01,5501.971,2,1.424,1.045,1.761
0.5,5.0,404,fcfs,500,2178.536,4554.07,5218.334,5592.09,12,1.0,1.0,1.0
0.5,5.0,404,pure_ltr,500,2875.179,16198.754,34895.967,43657.415,82,0.758,0.281,6.687
0.5,5.0,404,ltr_aging,500,2747.949,13570.856,25034.911,30917.077,89,0.793,0.336,4.797
0.5,5.0,404,tail_safe,500,1742.869,5584.758,7623.186,8804.781,40,1.25,0.815,1.461
0.5,5.0,404,gated_hybrid,500,1415.858,5743.882,7112.548,7525.23,43,1.539,0.793,1.363
0.5,2.0,505,fcfs,500,121.656,626.187,1257.281,1528.627,0,1.0,1.0,1.0
0.5,2.0,505,pure_ltr,500,114.827,559.03,1357.108,2077.733,0,1.059,1.12,1.079
0.5,2.0,505,ltr_aging,500,113.798,587.728,1300.317,2077.733,0,1.069,1.065,1.034
0.5,2.0,505,tail_safe,500,109.12,529.971,1155.186,2046.339,0,1.115,1.182,0.919
0.5,2.0,505,gated_hybrid,500,103.338,507.442,1146.647,2107.489,0,1.177,1.234,0.912
0.5,3.0,505,fcfs,500,224.389,961.582,1197.922,1512.232,0,1.0,1.0,1.0
0.5,3.0,505,pure_ltr,500,221.067,1176.398,1879.477,2552.489,0,1.015,0.817,1.569
0.5,3.0,505,ltr_aging,500,218.462,1096.748,1805.989,2388.152,0,1.027,0.877,1.508
0.5,3.0,505,tail_safe,500,200.533,882.524,1609.88,2385.587,0,1.119,1.09,1.344
0.5,3.0,505,gated_hybrid,500,190.473,855.305,1569.322,2385.587,0,1.178,1.124,1.31
0.5,4.0,505,fcfs,500,462.466,1436.074,1909.912,2416.875,0,1.0,1.0,1.0
0.5,4.0,505,pure_ltr,500,485.81,1995.344,5130.236,10194.692,8,0.952,0.72,2.686
0.5,4.0,505,ltr_aging,500,478.691,1930.952,4973.791,9729.242,5,0.966,0.744,2.604
0.5,4.0,505,tail_safe,500,400.82,1840.474,3478.025,4044.376,0,1.154,0.78,1.821
0.5,4.0,505,gated_hybrid,500,359.553,1657.262,2991.009,3957.259,0,1.286,0.867,1.566
0.5,5.0,505,fcfs,500,1116.028,2843.939,3805.011,4044.482,0,1.0,1.0,1.0
0.5,5.0,505,pure_ltr,500,1277.894,7058.131,12818.38,25584.4,39,0.873,0.403,3.369
0.5,5.0,505,ltr_aging,500,1238.624,6432.127,12734.597,23695.97,36,0.901,0.442,3.347
0.5,5.0,505,tail_safe,500,932.701,3695.062,6323.812,7208.491,9,1.197,0.77,1.662
0.5,5.0,505,gated_hybrid,500,770.631,3579.792,5419.32,7244.855,8,1.448,0.794,1.424
0.5,2.0,606,fcfs,500,190.666,901.543,1713.265,2082.477,0,1.0,1.0,1.0
0.5,2.0,606,pure_ltr,500,172.093,950.573,1614.361,2628.527,0,1.108,0.948,0.942
0.5,2.0,606,ltr_aging,500,171.983,950.573,1614.361,2628.527,0,1.109,0.948,0.942
0.5,2.0,606,tail_safe,500,173.775,856.024,1808.497,2578.198,0,1.097,1.053,1.056
0.5,2.0,606,gated_hybrid,500,157.738,831.62,1615.401,2578.198,0,1.209,1.084,0.943
0.5,3.0,606,fcfs,500,450.674,1664.937,2035.005,2870.268,0,1.0,1.0,1.0
0.5,3.0,606,pure_ltr,500,439.421,1740.692,5508.798,9313.84,6,1.026,0.956,2.707
0.5,3.0,606,ltr_aging,500,433.973,1796.303,4544.922,9259.46,5,1.038,0.927,2.233
0.5,3.0,606,tail_safe,500,405.293,1668.685,3699.751,5050.82,1,1.112,0.998,1.818
0.5,3.0,606,gated_hybrid,500,363.037,1412.395,2948.88,5884.116,2,1.241,1.179,1.449
0.5,4.0,606,fcfs,500,1353.846,4211.928,4742.16,5291.097,1,1.0,1.0,1.0
0.5,4.0,606,pure_ltr,500,1391.496,7529.331,17172.084,39590.837,38,0.973,0.559,3.621
0.5,4.0,606,ltr_aging,500,1451.074,7543.579,15625.623,18880.473,41,0.933,0.558,3.295
0.5,4.0,606,tail_safe,500,1126.264,4334.779,6928.177,8133.33,20,1.202,0.972,1.461
0.5,4.0,606,gated_hybrid,500,945.056,4021.91,7163.913,9462.897,20,1.433,1.047,1.511
0.5,5.0,606,fcfs,500,3636.916,9904.693,11057.834,11399.799,112,1.0,1.0,1.0
0.5,5.0,606,pure_ltr,500,3749.747,23178.902,36392.564,40285.438,89,0.97,0.427,3.291
0.5,5.0,606,ltr_aging,500,3867.621,20052.063,35671.982,39208.608,107,0.94,0.494,3.226
0.5,5.0,606,tail_safe,500,3004.697,9312.34,18551.724,21739.672,98,1.21,1.064,1.678
0.5,5.0,606,gated_hybrid,500,2452.347,10100.866,18898.368,19905.462,78,1.483,0.981,1.709
0.5,2.0,707,fcfs,500,134.88,808.343,1404.511,1664.164,0,1.0,1.0,1.0
0.5,2.0,707,pure_ltr,500,123.99,606.609,1541.526,3444.941,0,1.088,1.333,1.098
0.5,2.0,707,ltr_aging,500,125.379,606.609,1641.031,3088.168,0,1.076,1.333,1.168
0.5,2.0,707,tail_safe,500,126.313,618.863,1406.385,2615.369,0,1.068,1.306,1.001
0.5,2.0,707,gated_hybrid,500,121.038,606.609,1598.798,2696.199,0,1.114,1.333,1.138
0.5,3.0,707,fcfs,500,592.505,1831.264,2876.186,3134.599,0,1.0,1.0,1.0
0.5,3.0,707,pure_ltr,500,525.434,2440.739,5692.519,8628.171,9,1.128,0.75,1.979
0.5,3.0,707,ltr_aging,500,530.18,2420.174,4642.551,8311.351,5,1.118,0.757,1.614
0.5,3.0,707,tail_safe,500,517.021,2404.344,3944.11,5044.071,1,1.146,0.762,1.371
0.5,3.0,707,gated_hybrid,500,452.071,2427.403,3676.119,4544.81,0,1.311,0.754,1.278
0.5,4.0,707,fcfs,500,1129.698,4119.015,4837.339,5095.696,2,1.0,1.0,1.0
0.5,4.0,707,pure_ltr,500,932.534,4687.578,13238.404,21449.204,24,1.211,0.879,2.737
0.5,4.0,707,ltr_aging,500,974.388,4729.058,11300.872,18708.034,22,1.159,0.871,2.336
0.5,4.0,707,tail_safe,500,1006.217,4206.38,6223.041,10474.765,16,1.123,0.979,1.286
0.5,4.0,707,gated_hybrid,500,852.407,4448.053,6536.888,10027.785,19,1.325,0.926,1.351
0.5,5.0,707,fcfs,500,5550.509,10395.194,11333.315,11813.775,284,1.0,1.0,1.0
0.5,5.0,707,pure_ltr,500,7509.786,51447.513,95245.845,102511.599,102,0.739,0.202,8.404
0.5,5.0,707,ltr_aging,500,6815.626,36075.926,63272.335,91917.327,124,0.814,0.288,5.583
0.5,5.0,707,tail_safe,500,4717.31,13079.837,19059.023,21126.409,186,1.177,0.795,1.682
0.5,5.0,707,gated_hybrid,500,3896.335,14092.416,18717.317,20242.979,143,1.425,0.738,1.652
0.75,2.0,42,fcfs,500,73.731,446.16,935.232,1235.08,0,1.0,1.0,1.0
0.75,2.0,42,pure_ltr,500,72.211,354.442,1158.012,1975.329,0,1.021,1.259,1.238
0.75,2.0,42,ltr_aging,500,71.712,354.442,1158.012,1975.329,0,1.028,1.259,1.238
0.75,2.0,42,tail_safe,500,69.014,352.82,950.267,2022.34,0,1.068,1.265,1.016
0.75,2.0,42,gated_hybrid,500,67.52,352.82,950.267,2022.34,0,1.092,1.265,1.016
0.75,3.0,42,fcfs,500,178.3,742.111,1718.267,2323.934,0,1.0,1.0,1.0
0.75,3.0,42,pure_ltr,500,176.612,769.725,1730.085,4665.15,0,1.01,0.964,1.007
0.75,3.0,42,ltr_aging,500,174.455,761.696,1729.342,4429.17,0,1.022,0.974,1.006
0.75,3.0,42,tail_safe,500,136.766,592.958,1317.785,2023.769,0,1.304,1.252,0.767
0.75,3.0,42,gated_hybrid,500,137.196,593.863,1240.217,2023.769,0,1.3,1.25,0.722
0.75,4.0,42,fcfs,500,272.937,1111.079,2052.057,2505.914,0,1.0,1.0,1.0
0.75,4.0,42,pure_ltr,500,262.951,1141.299,2921.92,3767.494,0,1.038,0.974,1.424
0.75,4.0,42,ltr_aging,500,259.485,1167.077,2720.012,3767.494,0,1.052,0.952,1.326
0.75,4.0,42,tail_safe,500,217.754,943.475,2112.72,2701.533,0,1.253,1.178,1.03
0.75,4.0,42,gated_hybrid,500,214.825,895.323,2279.512,2748.963,0,1.271,1.241,1.111
0.75,5.0,42,fcfs,500,1147.36,3354.736,3533.412,3740.023,0,1.0,1.0,1.0
0.75,5.0,42,pure_ltr,500,1300.571,5845.102,22022.625,26857.573,28,0.882,0.574,6.233
0.75,5.0,42,ltr_aging,500,1287.687,7045.958,18107.757,22967.227,31,0.891,0.476,5.125
0.75,5.0,42,tail_safe,500,840.461,4048.983,6514.871,7075.204,18,1.365,0.829,1.844
0.75,5.0,42,gated_hybrid,500,810.257,3943.472,6912.401,7567.381,18,1.416,0.851,1.956
0.75,2.0,6806,fcfs,500,70.427,394.467,905.35,1409.443,0,1.0,1.0,1.0
0.75,2.0,6806,pure_ltr,500,63.485,329.05,1003.224,1625.561,0,1.109,1.199,1.108
0.75,2.0,6806,ltr_aging,500,63.485,329.05,1003.224,1625.561,0,1.109,1.199,1.108
0.75,2.0,6806,tail_safe,500,61.69,329.733,997.331,1409.443,0,1.142,1.196,1.102
0.75,2.0,6806,gated_hybrid,500,59.811,321.974,988.473,1447.523,0,1.177,1.225,1.092
0.75,3.0,6806,fcfs,500,99.984,487.058,763.572,1198.038,0,1.0,1.0,1.0
0.75,3.0,6806,pure_ltr,500,101.689,500.517,1105.655,2952.607,0,0.983,0.973,1.448
0.75,3.0,6806,ltr_aging,500,101.63,500.517,1105.049,2839.457,0,0.984,0.973,1.447
0.75,3.0,6806,tail_safe,500,88.285,395.04,855.035,1983.0,0,1.133,1.233,1.12
0.75,3.0,6806,gated_hybrid,500,87.764,432.252,797.82,1983.0,0,1.139,1.127,1.045
0.75,4.0,6806,fcfs,500,267.676,1351.076,1839.991,1977.549,0,1.0,1.0,1.0
0.75,4.0,6806,pure_ltr,500,263.221,1122.069,3514.716,4766.201,0,1.017,1.204,1.91
0.75,4.0,6806,ltr_aging,500,264.289,1214.721,3462.42,4766.201,0,1.013,1.112,1.882
0.75,4.0,6806,tail_safe,500,211.378,973.87,2230.873,3514.331,0,1.266,1.387,1.212
0.75,4.0,6806,gated_hybrid,500,202.74,895.618,2324.297,3924.917,0,1.32,1.509,1.263
0.75,5.0,6806,fcfs,500,393.803,1384.202,1784.055,2461.174,0,1.0,1.0,1.0
0.75,5.0,6806,pure_ltr,500,425.16,1735.176,4722.49,12027.62,5,0.926,0.798,2.647
0.75,5.0,6806,ltr_aging,500,414.445,1999.665,4812.309,6632.712,5,0.95,0.692,2.697
0.75,5.0,6806,tail_safe,500,285.107,1329.546,2749.564,4110.361,0,1.381,1.041,1.541
0.75,5.0,6806,gated_hybrid,500,265.403,1176.742,2417.929,3476.514,0,1.484,1.176,1.355
0.75,2.0,20260709,fcfs,500,105.025,566.107,1388.845,2110.062,0,1.0,1.0,1.0
0.75,2.0,20260709,pure_ltr,500,114.017,601.354,2063.836,2722.328,0,0.921,0.941,1.486
0.75,2.0,20260709,ltr_aging,500,113.976,573.439,2070.95,2722.328,0,0.921,0.987,1.491
0.75,2.0,20260709,tail_safe,500,97.876,507.474,1371.922,2776.872,0,1.073,1.116,0.988
0.75,2.0,20260709,gated_hybrid,500,97.6,549.427,1371.922,2554.902,0,1.076,1.03,0.988
0.75,3.0,20260709,fcfs,500,156.481,822.556,1419.272,2460.78,0,1.0,1.0,1.0
0.75,3.0,20260709,pure_ltr,500,161.6,868.16,2106.965,3485.697,0,0.968,0.947,1.485
0.75,3.0,20260709,ltr_aging,500,162.636,864.305,2195.461,3485.697,0,0.962,0.952,1.547
0.75,3.0,20260709,tail_safe,500,136.319,706.423,1798.481,2814.02,0,1.148,1.164,1.267
0.75,3.0,20260709,gated_hybrid,500,133.605,677.167,1797.93,2814.02,0,1.171,1.215,1.267
0.75,4.0,20260709,fcfs,500,238.72,1167.403,1600.677,2056.749,0,1.0,1.0,1.0
0.75,4.0,20260709,pure_ltr,500,236.847,1313.1,2568.17,3368.474,0,1.008,0.889,1.604
0.75,4.0,20260709,ltr_aging,500,236.813,1322.851,2341.461,3368.474,0,1.008,0.882,1.463
0.75,4.0,20260709,tail_safe,500,195.12,1055.879,1888.2,2477.527,0,1.223,1.106,1.18
0.75,4.0,20260709,gated_hybrid,500,184.42,967.751,1888.2,2477.527,0,1.294,1.206,1.18
0.75,5.0,20260709,fcfs,500,590.824,1803.18,3636.344,4100.065,0,1.0,1.0,1.0
0.75,5.0,20260709,pure_ltr,500,604.999,2876.174,6896.252,14980.516,9,0.977,0.627,1.896
0.75,5.0,20260709,ltr_aging,500,599.867,2797.493,6730.983,10606.196,9,0.985,0.645,1.851
0.75,5.0,20260709,tail_safe,500,461.2,2237.648,5292.384,5554.11,6,1.281,0.806,1.455
0.75,5.0,20260709,gated_hybrid,500,412.93,1957.169,3796.936,5916.125,4,1.431,0.921,1.044
0.75,2.0,101,fcfs,500,57.874,344.492,688.679,1063.728,0,1.0,1.0,1.0
0.75,2.0,101,pure_ltr,500,61.41,315.261,727.495,2489.198,0,0.942,1.093,1.056
0.75,2.0,101,ltr_aging,500,61.414,324.488,727.495,2489.198,0,0.942,1.062,1.056
0.75,2.0,101,tail_safe,500,54.123,311.101,731.145,1728.798,0,1.069,1.107,1.062
0.75,2.0,101,gated_hybrid,500,54.854,314.877,731.145,1728.798,0,1.055,1.094,1.062
0.75,3.0,101,fcfs,500,99.42,532.558,858.728,1317.032,0,1.0,1.0,1.0
0.75,3.0,101,pure_ltr,500,93.76,526.062,956.574,2100.634,0,1.06,1.012,1.114
0.75,3.0,101,ltr_aging,500,93.76,526.062,956.574,2100.634,0,1.06,1.012,1.114
0.75,3.0,101,tail_safe,500,83.904,468.326,838.363,1317.032,0,1.185,1.137,0.976
0.75,3.0,101,gated_hybrid,500,85.199,488.103,838.363,1317.032,0,1.167,1.091,0.976
0.75,4.0,101,fcfs,500,277.33,1151.504,2426.043,2899.548,0,1.0,1.0,1.0
0.75,4.0,101,pure_ltr,500,306.425,1251.18,4694.402,5766.277,5,0.905,0.92,1.935
0.75,4.0,101,ltr_aging,500,300.049,1313.564,4354.784,5589.417,2,0.924,0.877,1.795
0.75,4.0,101,tail_safe,500,216.173,919.529,1925.026,5422.014,1,1.283,1.252,0.793
0.75,4.0,101,gated_hybrid,500,201.058,806.883,1574.508,4304.13,0,1.379,1.427,0.649
0.75,5.0,101,fcfs,500,361.113,1331.773,1704.65,2063.817,0,1.0,1.0,1.0
0.75,5.0,101,pure_ltr,500,396.85,1618.04,4684.848,5690.146,4,0.91,0.823,2.748
0.75,5.0,101,ltr_aging,500,396.534,1811.475,4169.61,5494.296,2,0.911,0.735,2.446
0.75,5.0,101,tail_safe,500,271.001,1075.953,2833.614,4725.858,0,1.333,1.238,1.662
0.75,5.0,101,gated_hybrid,500,259.481,919.202,2700.392,4593.869,0,1.392,1.449,1.584
0.75,2.0,202,fcfs,500,80.617,480.99,685.204,1234.433,0,1.0,1.0,1.0
0.75,2.0,202,pure_ltr,500,83.683,437.047,1207.592,2164.59,0,0.963,1.101,1.762
0.75,2.0,202,ltr_aging,500,83.683,437.047,1207.592,2164.59,0,0.963,1.101,1.762
0.75,2.0,202,tail_safe,500,75.784,406.156,894.35,1885.61,0,1.064,1.184,1.305
0.75,2.0,202,gated_hybrid,500,74.34,406.156,894.35,1885.61,0,1.084,1.184,1.305
0.75,3.0,202,fcfs,500,112.533,583.658,812.247,1019.254,0,1.0,1.0,1.0
0.75,3.0,202,pure_ltr,500,101.48,514.681,1066.722,1646.631,0,1.109,1.134,1.313
0.75,3.0,202,ltr_aging,500,101.48,514.681,1066.722,1646.631,0,1.109,1.134,1.313
0.75,3.0,202,tail_safe,500,99.912,571.651,893.156,1232.131,0,1.126,1.021,1.1
0.75,3.0,202,gated_hybrid,500,96.497,510.69,893.156,1232.131,0,1.166,1.143,1.1
0.75,4.0,202,fcfs,500,255.461,921.97,1578.217,2643.911,0,1.0,1.0,1.0
0.75,4.0,202,pure_ltr,500,258.462,1072.363,3219.05,5779.581,1,0.988,0.86,2.04
0.75,4.0,202,ltr_aging,500,255.867,1072.363,2711.9,4815.731,0,0.998,0.86,1.718
0.75,4.0,202,tail_safe,500,209.762,919.559,1901.654,3399.212,0,1.218,1.003,1.205
0.75,4.0,202,gated_hybrid,500,208.977,914.411,1901.654,3399.212,0,1.222,1.008,1.205
0.75,5.0,202,fcfs,500,568.411,2925.666,3502.083,3581.294,0,1.0,1.0,1.0
0.75,5.0,202,pure_ltr,500,597.454,2753.02,9211.256,12234.952,15,0.951,1.063,2.63
0.75,5.0,202,ltr_aging,500,597.793,2786.228,8833.059,11036.902,13,0.951,1.05,2.522
0.75,5.0,202,tail_safe,500,424.303,1705.779,5016.194,7547.083,6,1.34,1.715,1.432
0.75,5.0,202,gated_hybrid,500,393.832,1582.755,4823.224,7598.763,4,1.443,1.848,1.377
0.75,2.0,303,fcfs,500,68.595,433.199,728.8,1024.18,0,1.0,1.0,1.0
0.75,2.0,303,pure_ltr,500,69.899,407.535,928.805,3321.008,0,0.981,1.063,1.274
0.75,2.0,303,ltr_aging,500,69.899,407.535,928.805,3321.008,0,0.981,1.063,1.274
0.75,2.0,303,tail_safe,500,60.13,348.047,804.141,1096.093,0,1.141,1.245,1.103
0.75,2.0,303,gated_hybrid,500,59.738,348.047,766.462,1096.093,0,1.148,1.245,1.052
0.75,3.0,303,fcfs,500,135.576,626.652,1466.757,1683.66,0,1.0,1.0,1.0
0.75,3.0,303,pure_ltr,500,132.602,802.147,1572.573,2579.991,0,1.022,0.781,1.072
0.75,3.0,303,ltr_aging,500,132.98,802.147,1468.029,2579.991,0,1.02,0.781,1.001
0.75,3.0,303,tail_safe,500,119.054,545.244,1305.791,2808.47,0,1.139,1.149,0.89
0.75,3.0,303,gated_hybrid,500,115.345,516.603,1323.739,2808.47,0,1.175,1.213,0.902
0.75,4.0,303,fcfs,500,309.538,1426.596,2094.634,2424.514,0,1.0,1.0,1.0
0.75,4.0,303,pure_ltr,500,287.956,1474.577,3574.317,4307.929,0,1.075,0.967,1.706
0.75,4.0,303,ltr_aging,500,283.064,1462.482,2952.992,4197.837,0,1.094,0.975,1.41
0.75,4.0,303,tail_safe,500,245.307,1163.414,2633.022,3858.427,0,1.262,1.226,1.257
0.75,4.0,303,gated_hybrid,500,237.443,1086.932,2718.876,3713.727,0,1.304,1.312,1.298
0.75,5.0,303,fcfs,500,716.608,3003.1,3554.609,3940.027,0,1.0,1.0,1.0
0.75,5.0,303,pure_ltr,500,757.349,3594.189,9944.363,14141.873,21,0.946,0.836,2.798
0.75,5.0,303,ltr_aging,500,757.915,3471.263,8748.027,13519.823,19,0.945,0.865,2.461
0.75,5.0,303,tail_safe,500,523.843,2232.141,5741.334,6180.22,9,1.368,1.345,1.615
0.75,5.0,303,gated_hybrid,500,493.966,2229.186,5786.784,6180.22,9,1.451,1.347,1.628
0.75,2.0,404,fcfs,500,118.381,648.417,1217.786,1403.845,0,1.0,1.0,1.0
0.75,2.0,404,pure_ltr,500,132.076,723.045,1825.966,2296.924,0,0.896,0.897,1.499
0.75,2.0,404,ltr_aging,500,131.65,762.701,1799.175,2296.924,0,0.899,0.85,1.477
0.75,2.0,404,tail_safe,500,109.59,605.203,1425.268,1798.906,0,1.08,1.071,1.17
0.75,2.0,404,gated_hybrid,500,111.623,705.078,1425.268,1798.906,0,1.061,0.92,1.17
0.75,3.0,404,fcfs,500,165.837,822.284,1186.301,1701.049,0,1.0,1.0,1.0
0.75,3.0,404,pure_ltr,500,182.462,870.138,2591.018,3563.543,0,0.909,0.945,2.184
0.75,3.0,404,ltr_aging,500,182.628,870.138,2591.018,3563.543,0,0.908,0.945,2.184
0.75,3.0,404,tail_safe,500,150.023,693.01,1576.669,3124.111,0,1.105,1.187,1.329
0.75,3.0,404,gated_hybrid,500,149.969,694.574,1576.669,3124.111,0,1.106,1.184,1.329
0.75,4.0,404,fcfs,500,464.795,1648.293,2372.89,2515.876,0,1.0,1.0,1.0
0.75,4.0,404,pure_ltr,500,476.078,2466.075,5819.031,9081.123,8,0.976,0.668,2.452
0.75,4.0,404,ltr_aging,500,478.949,2465.257,5239.381,8209.143,7,0.97,0.669,2.208
0.75,4.0,404,tail_safe,500,366.16,1458.282,3696.93,4218.803,0,1.269,1.13,1.558
0.75,4.0,404,gated_hybrid,500,340.027,1595.833,2801.167,4218.803,0,1.367,1.033,1.18
0.75,5.0,404,fcfs,500,639.705,2048.178,2368.498,2687.87,0,1.0,1.0,1.0
0.75,5.0,404,pure_ltr,500,669.105,3836.185,6586.611,9183.317,13,0.956,0.534,2.781
0.75,5.0,404,ltr_aging,500,666.078,3645.301,6174.445,8772.697,11,0.96,0.562,2.607
0.75,5.0,404,tail_safe,500,467.534,2386.931,3750.232,4465.906,0,1.368,0.858,1.583
0.75,5.0,404,gated_hybrid,500,436.893,2356.027,3550.209,4233.957,0,1.464,0.869,1.499
0.75,2.0,505,fcfs,500,70.908,406.798,871.196,1543.146,0,1.0,1.0,1.0
0.75,2.0,505,pure_ltr,500,67.263,419.871,874.767,1695.746,0,1.054,0.969,1.004
0.75,2.0,505,ltr_aging,500,67.263,419.871,874.767,1695.746,0,1.054,0.969,1.004
0.75,2.0,505,tail_safe,500,65.229,393.616,1104.727,1695.746,0,1.087,1.033,1.268
0.75,2.0,505,gated_hybrid,500,62.566,308.643,1104.727,1695.746,0,1.133,1.318,1.268
0.75,3.0,505,fcfs,500,123.46,638.513,1535.823,1788.385,0,1.0,1.0,1.0
0.75,3.0,505,pure_ltr,500,111.13,597.494,1541.944,1840.066,0,1.111,1.069,1.004
0.75,3.0,505,ltr_aging,500,111.002,599.058,1446.886,1784.886,0,1.112,1.066,0.942
0.75,3.0,505,tail_safe,500,100.819,542.178,1018.694,2687.966,0,1.225,1.178,0.663
0.75,3.0,505,gated_hybrid,500,101.157,527.327,1018.694,2687.966,0,1.22,1.211,0.663
0.75,4.0,505,fcfs,500,265.223,1128.571,1690.593,1980.696,0,1.0,1.0,1.0
0.75,4.0,505,pure_ltr,500,267.911,1233.423,3356.925,4969.942,0,0.99,0.915,1.986
0.75,4.0,505,ltr_aging,500,270.06,1227.782,3043.093,4852.963,0,0.982,0.919,1.8
0.75,4.0,505,tail_safe,500,207.019,883.433,1724.446,3244.21,0,1.281,1.277,1.02
0.75,4.0,505,gated_hybrid,500,196.201,866.238,1722.328,3471.163,0,1.352,1.303,1.019
0.75,5.0,505,fcfs,500,287.955,1068.742,1346.572,1700.322,0,1.0,1.0,1.0
0.75,5.0,505,pure_ltr,500,297.576,1363.112,2553.409,5663.953,1,0.968,0.784,1.896
0.75,5.0,505,ltr_aging,500,302.87,1427.56,2373.588,5663.953,1,0.951,0.749,1.763
0.75,5.0,505,tail_safe,500,224.307,911.885,1449.893,2574.968,0,1.284,1.172,1.077
0.75,5.0,505,gated_hybrid,500,219.245,909.527,1449.893,2574.968,0,1.313,1.175,1.077
0.75,2.0,606,fcfs,500,103.187,598.423,1130.495,1435.099,0,1.0,1.0,1.0
0.75,2.0,606,pure_ltr,500,98.757,523.909,1121.66,2545.252,0,1.045,1.142,0.992
0.75,2.0,606,ltr_aging,500,96.576,562.413,1121.66,1597.91,0,1.068,1.064,0.992
0.75,2.0,606,tail_safe,500,89.041,554.333,953.314,1597.91,0,1.159,1.08,0.843
0.75,2.0,606,gated_hybrid,500,88.42,552.722,953.048,1597.91,0,1.167,1.083,0.843
0.75,3.0,606,fcfs,500,209.904,1076.199,1805.436,2544.826,0,1.0,1.0,1.0
0.75,3.0,606,pure_ltr,500,222.269,823.731,3615.737,6502.574,3,0.944,1.306,2.003
0.75,3.0,606,ltr_aging,500,221.162,1075.581,2957.325,6114.334,2,0.949,1.001,1.638
0.75,3.0,606,tail_safe,500,178.664,851.992,1976.956,4626.677,0,1.175,1.263,1.095
0.75,3.0,606,gated_hybrid,500,173.441,851.992,2072.692,3273.457,0,1.21,1.263,1.148
0.75,4.0,606,fcfs,500,442.919,1645.159,2372.327,2600.714,0,1.0,1.0,1.0
0.75,4.0,606,pure_ltr,500,403.414,1833.599,5112.185,8170.728,6,1.098,0.897,2.155
0.75,4.0,606,ltr_aging,500,406.747,1838.08,4937.607,7511.988,4,1.089,0.895,2.081
0.75,4.0,606,tail_safe,500,336.514,1408.573,2849.018,5099.149,1,1.316,1.168,1.201
0.75,4.0,606,gated_hybrid,500,321.971,1409.157,2849.018,5273.839,1,1.376,1.167,1.201
0.75,5.0,606,fcfs,500,954.201,3018.522,3728.015,4300.843,0,1.0,1.0,1.0
0.75,5.0,606,pure_ltr,500,1002.528,5309.945,11015.241,21157.747,29,0.952,0.568,2.955
0.75,5.0,606,ltr_aging,500,1023.059,5464.341,10772.105,17888.359,31,0.933,0.552,2.89
0.75,5.0,606,tail_safe,500,698.029,3814.145,5678.587,6114.639,10,1.367,0.791,1.523
0.75,5.0,606,gated_hybrid,500,650.539,3897.507,5264.257,6079.258,11,1.467,0.774,1.412
0.75,2.0,707,fcfs,500,68.786,414.37,816.778,1205.321,0,1.0,1.0,1.0
0.75,2.0,707,pure_ltr,500,69.058,468.294,886.7,1542.541,0,0.996,0.885,1.086
0.75,2.0,707,ltr_aging,500,69.058,468.294,886.7,1542.541,0,0.996,0.885,1.086
0.75,2.0,707,tail_safe,500,63.833,367.098,870.086,1592.162,0,1.078,1.129,1.065
0.75,2.0,707,gated_hybrid,500,63.679,367.098,870.315,1592.162,0,1.08,1.129,1.066
0.75,3.0,707,fcfs,500,202.375,840.144,2065.42,2503.986,0,1.0,1.0,1.0
0.75,3.0,707,pure_ltr,500,211.845,1230.781,2240.104,3257.738,0,0.955,0.683,1.085
0.75,3.0,707,ltr_aging,500,212.808,1230.873,2231.182,3257.738,0,0.951,0.683,1.08
0.75,3.0,707,tail_safe,500,175.395,751.22,1959.34,2535.336,0,1.154,1.118,0.949
0.75,3.0,707,gated_hybrid,500,176.291,784.18,1959.34,2535.336,0,1.148,1.071,0.949
