tool_ratio,qps,seed,policy,count,mean_wait,p95_wait,p99_wait,max_wait,starvation_count,mean_speedup_vs_fcfs,p95_speedup_vs_fcfs,p99_ratio_vs_fcfs
0.25,4.0,20260709,ltr_aging,500,856.942,3889.956,8806.318,15216.519,20,1.104,0.735,2.558
0.25,4.0,20260709,tail_safe,500,857.158,2761.405,5271.616,6988.01,6,1.104,1.036,1.531
0.25,4.0,20260709,gated_hybrid,500,636.943,2732.442,5424.557,6694.42,8,1.485,1.047,1.575
0.25,5.0,20260709,fcfs,500,7964.775,17970.116,19041.129,19306.194,288,1.0,1.0,1.0
0.25,5.0,20260709,pure_ltr,500,9308.094,70182.896,99669.632,105727.745,91,0.856,0.256,5.234
0.25,5.0,20260709,ltr_aging,500,8633.469,51626.828,95985.318,104528.375,162,0.923,0.348,5.041
0.25,5.0,20260709,tail_safe,500,7463.112,17508.936,33345.716,37118.079,254,1.067,1.026,1.751
0.25,5.0,20260709,gated_hybrid,500,5420.661,21367.583,30426.669,35794.787,178,1.469,0.841,1.598
0.25,2.0,101,fcfs,500,180.733,842.36,1377.913,1961.155,0,1.0,1.0,1.0
0.25,2.0,101,pure_ltr,500,171.782,745.724,1776.68,4521.394,0,1.052,1.13,1.289
0.25,2.0,101,ltr_aging,500,170.168,756.011,1519.465,4521.394,0,1.062,1.114,1.103
0.25,2.0,101,tail_safe,500,185.3,836.406,1610.586,3736.574,0,0.975,1.007,1.169
0.25,2.0,101,gated_hybrid,500,165.503,745.935,1518.892,3588.96,0,1.092,1.129,1.102
0.25,3.0,101,fcfs,500,560.107,2650.563,3549.403,4724.653,0,1.0,1.0,1.0
0.25,3.0,101,pure_ltr,500,437.01,1455.757,6833.653,13554.713,10,1.282,1.821,1.925
0.25,3.0,101,ltr_aging,500,445.974,2120.216,5151.639,9300.984,6,1.256,1.25,1.451
0.25,3.0,101,tail_safe,500,538.13,2653.712,3945.099,7130.196,2,1.041,0.999,1.111
0.25,3.0,101,gated_hybrid,500,403.394,2024.92,3873.722,7074.999,4,1.388,1.309,1.091
0.25,4.0,101,fcfs,500,2981.935,6866.113,7680.693,8041.329,124,1.0,1.0,1.0
0.25,4.0,101,pure_ltr,500,3323.631,20115.623,60914.638,70735.983,42,0.897,0.341,7.931
0.25,4.0,101,ltr_aging,500,2638.258,10647.205,25257.355,56387.498,62,1.13,0.645,3.288
0.25,4.0,101,tail_safe,500,2778.206,7151.875,11331.77,14385.411,102,1.073,0.96,1.475
0.25,4.0,101,gated_hybrid,500,2012.196,8220.033,11636.296,15293.541,62,1.482,0.835,1.515
0.25,5.0,101,fcfs,500,8755.08,14472.524,15611.918,16453.765,430,1.0,1.0,1.0
0.25,5.0,101,pure_ltr,500,9295.281,72532.154,105315.381,115854.033,90,0.942,0.2,6.746
0.25,5.0,101,ltr_aging,500,7861.763,34101.453,59942.259,104213.479,210,1.114,0.424,3.84
0.25,5.0,101,tail_safe,500,8164.467,15479.582,25728.434,29901.12,377,1.072,0.935,1.648
0.25,5.0,101,gated_hybrid,500,5909.243,19198.774,27179.883,32139.546,219,1.482,0.754,1.741
0.25,2.0,202,fcfs,500,222.306,971.359,1398.374,2252.423,0,1.0,1.0,1.0
0.25,2.0,202,pure_ltr,500,194.768,869.741,1745.25,4764.653,0,1.141,1.117,1.248
0.25,2.0,202,ltr_aging,500,194.766,866.618,1646.075,4764.653,0,1.141,1.121,1.177
0.25,2.0,202,tail_safe,500,206.084,869.589,1451.337,3569.153,0,1.079,1.117,1.038
0.25,2.0,202,gated_hybrid,500,182.704,797.447,1645.137,2430.041,0,1.217,1.218,1.176
0.25,3.0,202,fcfs,500,596.206,3280.844,4249.894,4706.73,0,1.0,1.0,1.0
0.25,3.0,202,pure_ltr,500,514.165,2593.242,8074.533,11382.462,13,1.16,1.265,1.9
0.25,3.0,202,ltr_aging,500,515.002,2678.57,6424.922,11051.432,8,1.158,1.225,1.512
0.25,3.0,202,tail_safe,500,581.178,3151.172,4091.852,9705.669,3,1.026,1.041,0.963
0.25,3.0,202,gated_hybrid,500,463.232,2291.432,4402.705,10012.549,5,1.287,1.432,1.036
0.25,4.0,202,fcfs,500,1668.024,4675.344,5177.529,5425.759,9,1.0,1.0,1.0
0.25,4.0,202,pure_ltr,500,1341.693,6418.745,16723.265,29235.607,38,1.243,0.728,3.23
0.25,4.0,202,ltr_aging,500,1403.342,6348.427,12780.077,26829.347,36,1.189,0.736,2.468
0.25,4.0,202,tail_safe,500,1530.339,4771.744,7365.656,9767.394,20,1.09,0.98,1.423
0.25,4.0,202,gated_hybrid,500,1158.606,5272.777,8717.824,9581.254,27,1.44,0.887,1.684
0.25,5.0,202,fcfs,500,9838.712,20002.978,22122.4,22529.311,400,1.0,1.0,1.0
0.25,5.0,202,pure_ltr,500,9046.038,65764.642,97555.127,112620.783,96,1.088,0.304,4.41
0.25,5.0,202,ltr_aging,500,9313.298,47109.296,77434.704,110176.993,233,1.056,0.425,3.5
0.25,5.0,202,tail_safe,500,9209.436,20043.573,30294.613,41194.801,352,1.068,0.998,1.369
0.25,5.0,202,gated_hybrid,500,6899.495,23710.789,28742.275,31703.47,238,1.426,0.844,1.299
0.25,2.0,303,fcfs,500,199.967,1127.888,1475.342,1945.733,0,1.0,1.0,1.0
0.25,2.0,303,pure_ltr,500,176.237,828.229,1821.09,3679.23,0,1.135,1.362,1.234
0.25,2.0,303,ltr_aging,500,176.485,844.329,1741.319,3679.23,0,1.133,1.336,1.18
0.25,2.0,303,tail_safe,500,188.869,1008.727,1598.217,2173.91,0,1.059,1.118,1.083
0.25,2.0,303,gated_hybrid,500,157.07,701.178,1557.771,2173.91,0,1.273,1.609,1.056
0.25,3.0,303,fcfs,500,505.23,1751.837,4130.058,4418.38,0,1.0,1.0,1.0
0.25,3.0,303,pure_ltr,500,371.945,1708.195,4108.482,8817.843,4,1.358,1.026,0.995
0.25,3.0,303,ltr_aging,500,388.074,1931.484,3993.535,7202.389,1,1.302,0.907,0.967
0.25,3.0,303,tail_safe,500,468.654,1831.97,4135.484,4472.38,0,1.078,0.956,1.001
0.25,3.0,303,gated_hybrid,500,356.868,1647.547,3780.552,4978.413,0,1.416,1.063,0.915
0.25,4.0,303,fcfs,500,2527.218,6920.561,8420.98,8603.829,98,1.0,1.0,1.0
0.25,4.0,303,pure_ltr,500,2242.075,15400.371,40153.187,45689.223,42,1.127,0.449,4.768
0.25,4.0,303,ltr_aging,500,2311.843,8519.165,35520.236,42327.986,55,1.093,0.812,4.218
0.25,4.0,303,tail_safe,500,2331.12,7044.323,13554.354,15369.192,84,1.084,0.982,1.61
0.25,4.0,303,gated_hybrid,500,1687.719,7487.741,12385.853,16012.913,52,1.497,0.924,1.471
0.25,5.0,303,fcfs,500,8829.211,18596.324,19272.165,19912.059,339,1.0,1.0,1.0
0.25,5.0,303,pure_ltr,500,7753.721,56289.907,84159.394,91445.434,102,1.139,0.33,4.367
0.25,5.0,303,ltr_aging,500,8628.309,44279.12,84683.843,95696.282,198,1.023,0.42,4.394
0.25,5.0,303,tail_safe,500,8165.874,18340.962,33785.684,35036.226,301,1.081,1.014,1.753
0.25,5.0,303,gated_hybrid,500,6182.077,21943.539,32921.826,34295.942,212,1.428,0.847,1.708
0.25,2.0,404,fcfs,500,272.898,1240.902,1967.124,2248.47,0,1.0,1.0,1.0
0.25,2.0,404,pure_ltr,500,222.225,1008.473,2430.211,3937.263,0,1.228,1.23,1.235
0.25,2.0,404,ltr_aging,500,226.642,1095.612,2212.45,3670.418,0,1.204,1.133,1.125
0.25,2.0,404,tail_safe,500,246.954,1215.655,1912.056,4299.924,0,1.105,1.021,0.972
0.25,2.0,404,gated_hybrid,500,202.548,928.114,1763.385,4658.264,0,1.347,1.337,0.896
0.25,3.0,404,fcfs,500,586.897,2469.986,3139.523,3710.094,0,1.0,1.0,1.0
0.25,3.0,404,pure_ltr,500,749.659,2412.713,16266.421,21721.238,14,0.783,1.024,5.181
0.25,3.0,404,ltr_aging,500,739.388,2242.944,15301.241,21559.198,13,0.794,1.101,4.874
0.25,3.0,404,tail_safe,500,530.255,2264.704,3082.58,5548.72,2,1.107,1.091,0.982
0.25,3.0,404,gated_hybrid,500,422.794,1892.829,3716.617,5457.236,2,1.388,1.305,1.184
0.25,4.0,404,fcfs,500,1787.435,4940.697,5942.736,6998.349,21,1.0,1.0,1.0
0.25,4.0,404,pure_ltr,500,1527.288,8222.983,20839.612,23417.596,43,1.17,0.601,3.507
0.25,4.0,404,ltr_aging,500,1592.023,6943.619,16956.344,22858.296,39,1.123,0.712,2.853
0.25,4.0,404,tail_safe,500,1633.186,4813.7,7540.617,11538.554,23,1.094,1.026,1.269
0.25,4.0,404,gated_hybrid,500,1186.215,4859.586,8373.827,13044.631,25,1.507,1.017,1.409
0.25,5.0,404,fcfs,500,11881.199,19373.236,20705.332,20957.214,449,1.0,1.0,1.0
0.25,5.0,404,pure_ltr,500,12046.868,84156.18,104752.608,115952.001,118,0.986,0.23,5.059
0.25,5.0,404,ltr_aging,500,12497.412,68786.77,95975.18,112268.591,235,0.951,0.282,4.635
0.25,5.0,404,tail_safe,500,10920.217,23930.221,33916.831,37809.172,378,1.088,0.81,1.638
0.25,5.0,404,gated_hybrid,500,8008.313,27820.704,34554.32,36485.392,251,1.484,0.696,1.669
0.25,2.0,505,fcfs,500,173.519,801.553,1023.898,1432.82,0,1.0,1.0,1.0
0.25,2.0,505,pure_ltr,500,158.308,712.814,1492.511,2120.839,0,1.096,1.124,1.458
0.25,2.0,505,ltr_aging,500,162.264,850.046,1400.979,2064.399,0,1.069,0.943,1.368
0.25,2.0,505,tail_safe,500,165.219,771.76,1220.205,2120.839,0,1.05,1.039,1.192
0.25,2.0,505,gated_hybrid,500,151.919,705.88,1274.928,2120.839,0,1.142,1.136,1.245
0.25,3.0,505,fcfs,500,381.691,1281.526,2590.748,2848.932,0,1.0,1.0,1.0
0.25,3.0,505,pure_ltr,500,304.345,1211.428,2263.39,6982.356,3,1.254,1.058,0.874
0.25,3.0,505,ltr_aging,500,312.51,1210.811,2589.472,6937.886,2,1.221,1.058,1.0
0.25,3.0,505,tail_safe,500,350.735,1307.809,2301.317,5924.934,2,1.088,0.98,0.888
0.25,3.0,505,gated_hybrid,500,273.156,977.155,1943.227,5186.774,2,1.397,1.311,0.75
0.25,4.0,505,fcfs,500,1505.516,4813.263,5297.266,5670.576,16,1.0,1.0,1.0
0.25,4.0,505,pure_ltr,500,1877.696,8649.484,36158.938,55446.562,33,0.802,0.556,6.826
0.25,4.0,505,ltr_aging,500,1641.93,6465.649,25666.335,43548.762,35,0.917,0.744,4.845
0.25,4.0,505,tail_safe,500,1366.756,4649.858,5665.893,10489.906,18,1.102,1.035,1.07
0.25,4.0,505,gated_hybrid,500,990.843,4035.283,7055.204,11410.926,19,1.519,1.193,1.332
0.25,5.0,505,fcfs,500,7035.433,12832.819,13278.556,13491.523,295,1.0,1.0,1.0
0.25,5.0,505,pure_ltr,500,8151.741,63193.178,94088.846,101950.546,89,0.863,0.203,7.086
0.25,5.0,505,ltr_aging,500,7494.062,41201.914,81744.077,96079.711,163,0.939,0.311,6.156
0.25,5.0,505,tail_safe,500,6444.899,12399.36,23282.481,26105.752,258,1.092,1.035,1.753
0.25,5.0,505,gated_hybrid,500,4666.977,15558.595,24156.815,28696.749,167,1.507,0.825,1.819
0.25,2.0,606,fcfs,500,247.918,1003.813,1498.215,1804.39,0,1.0,1.0,1.0
0.25,2.0,606,pure_ltr,500,232.28,1143.489,1925.942,3084.462,0,1.067,0.878,1.285
0.25,2.0,606,ltr_aging,500,230.809,1061.335,1681.19,3084.462,0,1.074,0.946,1.122
0.25,2.0,606,tail_safe,500,234.484,1003.813,1417.467,2041.08,0,1.057,1.0,0.946
0.25,2.0,606,gated_hybrid,500,207.544,957.555,1339.92,2041.08,0,1.195,1.048,0.894
0.25,3.0,606,fcfs,500,753.879,2255.081,2688.819,3228.286,0,1.0,1.0,1.0
0.25,3.0,606,pure_ltr,500,680.629,2370.03,10302.393,15432.25,10,1.108,0.951,3.832
0.25,3.0,606,ltr_aging,500,693.587,2410.301,8060.086,15432.25,9,1.087,0.936,2.998
0.25,3.0,606,tail_safe,500,699.591,2403.705,3091.636,4730.478,0,1.078,0.938,1.15
0.25,3.0,606,gated_hybrid,500,533.224,2235.436,3791.368,4832.583,0,1.414,1.009,1.41
0.25,4.0,606,fcfs,500,3099.091,6334.586,7520.294,8188.971,99,1.0,1.0,1.0
0.25,4.0,606,pure_ltr,500,2953.708,18085.665,35322.021,63798.283,57,1.049,0.35,4.697
0.25,4.0,606,ltr_aging,500,2954.049,16256.609,33190.612,58798.618,67,1.049,0.39,4.413
0.25,4.0,606,tail_safe,500,2791.232,6769.334,10127.903,13864.402,92,1.11,0.936,1.347
0.25,4.0,606,gated_hybrid,500,1930.027,7228.883,9915.142,14811.469,57,1.606,0.876,1.318
0.25,5.0,606,fcfs,500,11634.454,27750.552,28757.704,29467.369,361,1.0,1.0,1.0
0.25,5.0,606,pure_ltr,500,10865.254,82372.946,116566.498,122707.375,103,1.071,0.337,4.053
0.25,5.0,606,ltr_aging,500,11376.605,66973.867,113267.418,121237.425,187,1.023,0.414,3.939
0.25,5.0,606,tail_safe,500,10523.052,26964.054,41346.8,54745.911,318,1.106,1.029,1.438
0.25,5.0,606,gated_hybrid,500,7282.373,28970.542,41945.722,43801.051,207,1.598,0.958,1.459
0.25,2.0,707,fcfs,500,348.164,1959.568,2715.757,3420.75,0,1.0,1.0,1.0
0.25,2.0,707,pure_ltr,500,275.578,1300.441,3906.005,5283.192,3,1.263,1.507,1.438
0.25,2.0,707,ltr_aging,500,287.456,1364.76,2901.514,5237.837,2,1.211,1.436,1.068
0.25,2.0,707,tail_safe,500,334.336,1806.239,2900.209,5606.47,1,1.041,1.085,1.068
0.25,2.0,707,gated_hybrid,500,271.081,1348.919,2931.6,4509.342,0,1.284,1.453,1.079
0.25,3.0,707,fcfs,500,1162.435,3577.204,4759.761,4916.834,0,1.0,1.0,1.0
0.25,3.0,707,pure_ltr,500,1342.259,3846.566,33438.733,38772.215,22,0.866,0.93,7.025
0.25,3.0,707,ltr_aging,500,1182.293,4315.898,23800.683,34886.215,19,0.983,0.829,5.0
0.25,3.0,707,tail_safe,500,1106.09,3733.154,6979.804,8518.954,9,1.051,0.958,1.466
0.25,3.0,707,gated_hybrid,500,848.291,3934.776,6743.708,8751.244,12,1.37,0.909,1.417
0.25,4.0,707,fcfs,500,4090.565,7948.527,8811.471,8994.909,159,1.0,1.0,1.0
0.25,4.0,707,pure_ltr,500,5269.412,36121.998,87101.018,104595.068,67,0.776,0.22,9.885
0.25,4.0,707,ltr_aging,500,4513.945,21842.334,55291.045,86417.139,91,0.906,0.364,6.275
0.25,4.0,707,tail_safe,500,3822.539,8024.336,15279.521,16740.542,142,1.07,0.991,1.734
0.25,4.0,707,gated_hybrid,500,2892.367,10061.144,13432.66,16530.694,103,1.414,0.79,1.524
0.25,5.0,707,fcfs,500,16803.537,31551.02,32075.026,32270.315,456,1.0,1.0,1.0
0.25,5.0,707,pure_ltr,500,13689.81,90498.144,119362.344,123695.119,114,1.227,0.349,3.721
0.25,5.0,707,ltr_aging,500,15336.228,73406.037,110642.267,122036.749,283,1.096,0.43,3.449
0.25,5.0,707,tail_safe,500,15857.129,36139.912,53657.638,59099.492,409,1.06,0.873,1.673
0.25,5.0,707,gated_hybrid,500,11806.831,41448.079,46712.713,52277.992,308,1.423,0.761,1.456
0.5,2.0,42,fcfs,500,205.043,1182.008,1874.668,2140.617,0,1.0,1.0,1.0
0.5,2.0,42,pure_ltr,500,196.752,1029.57,2584.904,5028.921,1,1.042,1.148,1.379
0.5,2.0,42,ltr_aging,500,197.204,1052.493,2584.904,5028.921,1,1.04,1.123,1.379
0.5,2.0,42,tail_safe,500,181.858,1052.898,2104.671,3346.511,0,1.127,1.123,1.123
0.5,2.0,42,gated_hybrid,500,174.961,1093.934,2104.671,3346.511,0,1.172,1.081,1.123
0.5,3.0,42,fcfs,500,299.953,1296.524,1755.437,2353.55,0,1.0,1.0,1.0
0.5,3.0,42,pure_ltr,500,287.275,1139.144,3538.633,6076.75,2,1.044,1.138,2.016
0.5,3.0,42,ltr_aging,500,287.133,1139.144,3538.633,6022.45,2,1.045,1.138,2.016
0.5,3.0,42,tail_safe,500,268.125,959.982,2446.569,3406.522,0,1.119,1.351,1.394
0.5,3.0,42,gated_hybrid,500,250.063,1018.425,2155.323,3697.015,0,1.2,1.273,1.228
0.5,4.0,42,fcfs,500,684.546,2372.803,3088.895,3823.293,0,1.0,1.0,1.0
0.5,4.0,42,pure_ltr,500,698.716,3608.187,9203.999,17236.93,16,0.98,0.658,2.98
0.5,4.0,42,ltr_aging,500,698.514,3552.121,7920.653,11603.43,17,0.98,0.668,2.564
0.5,4.0,42,tail_safe,500,580.052,2145.011,4734.347,6312.192,5,1.18,1.106,1.533
0.5,4.0,42,gated_hybrid,500,503.288,2170.804,4175.835,5112.346,1,1.36,1.093,1.352
0.5,5.0,42,fcfs,500,4235.908,9849.023,10139.289,10550.488,176,1.0,1.0,1.0
0.5,5.0,42,pure_ltr,500,4632.327,31371.877,50256.059,61047.017,86,0.914,0.314,4.957
0.5,5.0,42,ltr_aging,500,4579.562,26254.211,40378.04,47081.997,103,0.925,0.375,3.982
0.5,5.0,42,tail_safe,500,3576.926,11568.742,17729.962,18715.393,130,1.184,0.851,1.749
0.5,5.0,42,gated_hybrid,500,2959.417,12789.946,16745.159,18377.524,109,1.431,0.77,1.652
0.5,2.0,6806,fcfs,500,105.576,546.869,1228.29,1771.923,0,1.0,1.0,1.0
0.5,2.0,6806,pure_ltr,500,107.405,564.251,1383.451,1862.751,0,0.983,0.969,1.126
0.5,2.0,6806,ltr_aging,500,105.836,533.502,1383.451,1862.751,0,0.998,1.025,1.126
0.5,2.0,6806,tail_safe,500,95.213,470.978,1095.077,1771.923,0,1.109,1.161,0.892
0.5,2.0,6806,gated_hybrid,500,93.866,489.104,980.999,1659.419,0,1.125,1.118,0.799
0.5,3.0,6806,fcfs,500,236.019,934.6,1797.509,2385.686,0,1.0,1.0,1.0
0.5,3.0,6806,pure_ltr,500,239.52,1132.895,2349.515,5428.674,1,0.985,0.825,1.307
0.5,3.0,6806,ltr_aging,500,239.267,1130.394,2349.515,5428.674,1,0.986,0.827,1.307
0.5,3.0,6806,tail_safe,500,194.08,844.267,1456.166,2202.659,0,1.216,1.107,0.81
0.5,3.0,6806,gated_hybrid,500,182.921,844.267,1522.212,2184.108,0,1.29,1.107,0.847
0.5,4.0,6806,fcfs,500,676.45,2414.803,2628.196,2797.977,0,1.0,1.0,1.0
0.5,4.0,6806,pure_ltr,500,654.119,3631.873,8886.824,13799.693,17,1.034,0.665,3.381
0.5,4.0,6806,ltr_aging,500,666.258,3414.048,8939.668,10407.689,16,1.015,0.707,3.401
0.5,4.0,6806,tail_safe,500,560.137,2234.565,4096.429,5978.355,4,1.208,1.081,1.559
0.5,4.0,6806,gated_hybrid,500,439.729,2084.709,4048.764,7190.145,4,1.538,1.158,1.541
0.5,5.0,6806,fcfs,500,2013.844,4879.428,5321.656,5623.424,19,1.0,1.0,1.0
0.5,5.0,6806,pure_ltr,500,2483.631,17404.876,34251.794,39645.784,62,0.811,0.28,6.436
0.5,5.0,6806,ltr_aging,500,2426.728,14880.942,24618.986,36429.788,64,0.83,0.328,4.626
0.5,5.0,6806,tail_safe,500,1573.514,4629.712,8258.765,9387.229,24,1.28,1.054,1.552
0.5,5.0,6806,gated_hybrid,500,1278.997,5534.583,8715.892,11497.509,31,1.575,0.882,1.638
0.5,2.0,20260709,fcfs,500,139.293,700.015,1392.723,2087.534,0,1.0,1.0,1.0
0.5,2.0,20260709,pure_ltr,500,141.705,658.308,2186.889,3394.276,0,0.983,1.063,1.57
0.5,2.0,20260709,ltr_aging,500,142.039,675.911,1740.54,3394.276,0,0.981,1.036,1.25
0.5,2.0,20260709,tail_safe,500,125.871,649.35,1413.46,2519.505,0,1.107,1.078,1.015
0.5,2.0,20260709,gated_hybrid,500,121.863,640.621,1413.808,2874.235,0,1.143,1.093,1.015
0.5,3.0,20260709,fcfs,500,315.671,1262.341,1770.554,2307.325,0,1.0,1.0,1.0
0.5,3.0,20260709,pure_ltr,500,327.144,1569.273,4852.637,6809.252,4,0.965,0.804,2.741
0.5,3.0,20260709,ltr_aging,500,344.874,1674.752,3555.458,5824.812,2,0.915,0.754,2.008
0.5,3.0,20260709,tail_safe,500,273.151,996.072,2594.207,4439.704,0,1.156,1.267,1.465
0.5,3.0,20260709,gated_hybrid,500,264.764,1043.634,2240.487,4487.134,0,1.192,1.21,1.265
0.5,4.0,20260709,fcfs,500,497.205,2153.385,2716.504,3054.533,0,1.0,1.0,1.0
0.5,4.0,20260709,pure_ltr,500,515.773,3393.011,5446.535,10806.913,7,0.964,0.635,2.005
0.5,4.0,20260709,ltr_aging,500,517.12,2691.048,4988.256,9068.403,5,0.961,0.8,1.836
0.5,4.0,20260709,tail_safe,500,429.55,1944.602,3442.489,6377.042,4,1.158,1.107,1.267
0.5,4.0,20260709,gated_hybrid,500,371.398,1724.789,3555.502,5423.33,4,1.339,1.248,1.309
0.5,5.0,20260709,fcfs,500,2178.233,3831.306,4160.861,4249.153,0,1.0,1.0,1.0
0.5,5.0,20260709,pure_ltr,500,2702.505,17408.71,31490.211,35038.55,68,0.806,0.22,7.568
0.5,5.0,20260709,ltr_aging,500,2664.341,16444.787,25731.226,34025.31,75,0.818,0.233,6.184
0.5,5.0,20260709,tail_safe,500,1780.697,6055.926,7418.131,8842.361,39,1.223,0.633,1.783
0.5,5.0,20260709,gated_hybrid,500,1488.721,6071.348,7952.029,8955.897,38,1.463,0.631,1.911
0.5,2.0,101,fcfs,500,106.994,580.552,1086.131,1730.929,0,1.0,1.0,1.0
0.5,2.0,101,pure_ltr,500,112.882,556.948,1304.817,3374.096,0,0.948,1.042,1.201
0.5,2.0,101,ltr_aging,500,112.818,576.752,1304.817,3374.096,0,0.948,1.007,1.201
0.5,2.0,101,tail_safe,500,101.867,541.782,920.734,2870.98,0,1.05,1.072,0.848
0.5,2.0,101,gated_hybrid,500,99.17,552.861,832.703,2870.98,0,1.079,1.05,0.767
0.5,3.0,101,fcfs,500,274.945,1412.601,1945.294,2825.486,0,1.0,1.0,1.0
0.5,3.0,101,pure_ltr,500,282.962,965.702,3552.174,10396.451,4,0.972,1.463,1.826
0.5,3.0,101,ltr_aging,500,282.549,1027.628,2852.005,10113.951,4,0.973,1.375,1.466
0.5,3.0,101,tail_safe,500,247.513,1184.444,3267.746,5044.328,1,1.111,1.193,1.68
0.5,3.0,101,gated_hybrid,500,214.218,909.013,2822.612,5011.321,1,1.283,1.554,1.451
0.5,4.0,101,fcfs,500,1426.832,4869.989,6698.079,7275.367,21,1.0,1.0,1.0
0.5,4.0,101,pure_ltr,500,1409.273,4878.703,29425.57,38877.445,25,1.012,0.998,4.393
0.5,4.0,101,ltr_aging,500,1392.389,5655.82,28360.59,37800.055,26,1.025,0.861,4.234
0.5,4.0,101,tail_safe,500,1186.202,4550.301,9462.614,11093.418,23,1.203,1.07,1.413
0.5,4.0,101,gated_hybrid,500,994.784,5623.133,9838.588,10655.435,29,1.434,0.866,1.469
0.5,5.0,101,fcfs,500,1890.471,5922.666,6575.64,6935.867,48,1.0,1.0,1.0
0.5,5.0,101,pure_ltr,500,2085.153,9686.069,28601.36,38088.939,45,0.907,0.611,4.35
0.5,5.0,101,ltr_aging,500,2149.87,8684.991,24590.622,36157.389,59,0.879,0.682,3.74
0.5,5.0,101,tail_safe,500,1533.32,5625.63,10744.446,13209.041,43,1.233,1.053,1.634
0.5,5.0,101,gated_hybrid,500,1259.585,5469.164,9170.102,14047.159,30,1.501,1.083,1.395
0.5,2.0,202,fcfs,500,132.263,723.181,1291.497,1983.775,0,1.0,1.0,1.0
0.5,2.0,202,pure_ltr,500,130.276,643.463,1551.11,3014.889,0,1.015,1.124,1.201
0.5,2.0,202,ltr_aging,500,127.753,643.463,1551.11,2063.521,0,1.035,1.124,1.201
0.5,2.0,202,tail_safe,500,119.439,641.785,1200.832,2519.496,0,1.107,1.127,0.93
0.5,2.0,202,gated_hybrid,500,111.678,563.084,1321.127,2519.496,0,1.184,1.284,1.023
0.5,3.0,202,fcfs,500,226.036,1039.107,1363.107,2167.187,0,1.0,1.0,1.0
0.5,3.0,202,pure_ltr,500,214.228,923.528,2493.967,4204.127,0,1.055,1.125,1.83
0.5,3.0,202,ltr_aging,500,217.547,954.64,2493.967,4123.537,0,1.039,1.088,1.83
0.5,3.0,202,tail_safe,500,196.389,951.519,1636.495,4056.714,0,1.151,1.092,1.201
0.5,3.0,202,gated_hybrid,500,189.284,818.381,1636.495,4056.714,0,1.194,1.27,1.201
0.5,4.0,202,fcfs,500,714.268,2471.392,3205.524,3449.728,0,1.0,1.0,1.0
0.5,4.0,202,pure_ltr,500,686.476,3248.19,9893.086,10763.005,14,1.04,0.761,3.086
0.5,4.0,202,ltr_aging,500,685.876,3092.463,9291.598,10709.235,11,1.041,0.799,2.899
0.5,4.0,202,tail_safe,500,587.445,2416.921,4249.608,6669.092,2,1.216,1.023,1.326
0.5,4.0,202,gated_hybrid,500,484.237,2325.162,3886.605,6113.362,2,1.475,1.063,1.212
0.5,5.0,202,fcfs,500,1452.629,3885.664,4348.482,4661.069,0,1.0,1.0,1.0
0.5,5.0,202,pure_ltr,500,1533.351,8715.824,16746.361,26114.798,46,0.947,0.446,3.851
0.5,5.0,202,ltr_aging,500,1537.064,7389.04,16060.297,24165.758,38,0.945,0.526,3.693
0.5,5.0,202,tail_safe,500,1210.204,3888.905,7892.055,9195.494,19,1.2,0.999,1.815
0.5,5.0,202,gated_hybrid,500,981.161,4198.707,7460.544,8923.825,19,1.481,0.925,1.716
0.5,2.0,303,fcfs,500,86.035,449.169,698.544,1209.99,0,1.0,1.0,1.0
0.5,2.0,303,pure_ltr,500,81.995,437.636,807.069,1228.768,0,1.049,1.026,1.155
0.5,2.0,303,ltr_aging,500,81.995,437.636,807.069,1228.768,0,1.049,1.026,1.155
0.5,2.0,303,tail_safe,500,80.649,434.793,698.089,1092.243,0,1.067,1.033,0.999
0.5,2.0,303,gated_hybrid,500,77.623,408.565,660.058,1228.768,0,1.108,1.099,0.945
0.5,3.0,303,fcfs,500,191.363,906.794,1096.545,1511.848,0,1.0,1.0,1.0
0.5,3.0,303,pure_ltr,500,182.11,859.513,1588.1,2588.25,0,1.051,1.055,1.448
0.5,3.0,303,ltr_aging,500,183.398,893.755,1588.1,2577.402,0,1.043,1.015,1.448
0.5,3.0,303,tail_safe,500,166.122,767.796,1399.257,2588.25,0,1.152,1.181,1.276
0.5,3.0,303,gated_hybrid,500,153.84,716.11,1398.731,1995.09,0,1.244,1.266,1.276
0.5,4.0,303,fcfs,500,529.121,1896.132,2280.318,2700.246,0,1.0,1.0,1.0
0.5,4.0,303,pure_ltr,500,532.23,3000.983,5649.961,7973.14,11,0.994,0.632,2.478
0.5,4.0,303,ltr_aging,500,539.908,2818.731,5539.184,7973.14,9,0.98,0.673,2.429
0.5,4.0,303,tail_safe,500,441.319,1906.704,2887.799,5306.833,1,1.199,0.994,1.266
0.5,4.0,303,gated_hybrid,500,381.85,1630.34,3110.51,5380.153,1,1.386,1.163,1.364
0.5,5.0,303,fcfs,500,1864.511,3783.158,4600.268,4920.866,0,1.0,1.0,1.0
0.5,5.0,303,pure_ltr,500,2036.759,12711.51,22833.619,39024.45,60,0.915,0.298,4.964
0.5,5.0,303,ltr_aging,500,1976.587,11436.766,16885.808,25606.987,62,0.943,0.331,3.671
0.5,5.0,303,tail_safe,500,1512.221,5872.559,7343.041,9627.73,31,1.233,0.644,1.596
