request_id,ttft_ms,ttlt_ms,output_tokens,baseline_service_ms,send_ttft_ms,send_ttlt_ms,dispatch_lag_ms,category,policy,profile,scheduled_at_unix_s,dispatched_at_unix_s,first_token_at_unix_s,completed_at_unix_s,error,http_status,decision_fail_open
block1-000000,500.538224587217,1136.733316583559,43,20.0,499.9920859700069,1136.1871779663488,0.5461386172100902,block1:s1,prompt_sjf,mixed,1785155265.589288,1785155265.5898342,1785155266.089834,1785155266.7260287,,,
block1-000001,199.67583008110523,3868.251737090759,176,25.0,198.80297896452248,3867.3788859741762,0.8728511165827513,block1:zero_tool,prompt_sjf,mixed,1785155265.589838,1785155265.5907109,1785155265.789518,1785155269.4580934,,,
block1-000002,348.83968520443887,871.9485772307962,36,572.5,348.12380000948906,871.2326920358464,0.7158851949498057,block1:s1,prompt_sjf,mixed,1785155265.8168168,1785155265.8175337,1785155266.1656737,1785155266.6887827,,,
block1-000003,54.88142918329686,8108.452602173202,397,25.0,53.92080906312913,8107.491982053034,0.9606201201677322,block1:zero_tool,prompt_sjf,mixed,1785155266.1510491,1785155266.15201,1785155266.2059436,1785155274.2595146,,,
block1-000004,130.21541584748775,3090.4804768506438,147,177.5,128.65439895540476,3088.9194599585608,1.5610168920829892,block1:zero_tool,prompt_sjf,mixed,1785155266.2185643,1785155266.2201257,1785155266.3487935,1785155269.3090591,,,
block1-000005,137.15494063217193,1479.1771516902372,67,15.0,136.32805494125932,1478.3502659993246,0.8268856909126043,block1:s1,prompt_sjf,mixed,1785155266.2251053,1785155266.2259328,1785155266.362273,1785155267.7042952,,,
block1-000006,64.56521456129849,4285.126871545799,209,85.0,63.46601096447557,4284.027667948976,1.0992035968229175,block1:zero_tool,prompt_sjf,mixed,1785155266.4715822,1785155266.4726818,1785155266.5361571,1785155270.7567189,,,
block1-000007,56.836871546693146,5971.499715582468,291,287.5,56.56235397327691,5971.225198009051,0.27451757341623306,block1:zero_tool,prompt_sjf,mixed,1785155266.4792702,1785155266.4795449,1785155266.5361164,1785155272.450779,,,
block1-000008,59.63795771822333,3068.162962794304,145,412.5,59.276229003444314,3067.801234079525,0.36172871477901936,block1:zero_tool,prompt_sjf,mixed,1785155267.1188302,1785155267.1191921,1785155267.1784759,1785155270.1870003,,,
block1-000009,418.099929112941,996.8143660807982,44,145.0,417.1060899971053,995.8205269649625,0.9938391158357263,block1:s2,prompt_sjf,mixed,1785155267.1886094,1785155267.1896033,1785155267.6067166,1785155268.185431,,,
block1-000010,96.1417950456962,3245.43910601642,155,117.5,94.51507311314344,3243.812384083867,1.6267219325527549,block1:zero_tool,prompt_sjf,mixed,1785155267.2285688,1785155267.2301958,1785155267.3247197,1785155270.4740174,,,
block1-000011,317.5498154014349,896.7100804438815,43,287.5,316.51248794514686,895.6727529875934,1.0373274562880397,block1:s2,prompt_sjf,mixed,1785155267.5015805,1785155267.5026183,1785155267.819138,1785155268.3982983,,,
